id_no,title,organization,skills,ratings,review_counts,metadata
57,Microsoft Project for Beginners: Create Simple Project Plans,Coursera Project Network,"data visualization,dependency analysis,microsoft project,milestone project management,project management,project schedule,scheduling,timeline,workflow management",0,0,Beginner ? Guided Project ? Less Than 2 Hours
58,"Project Management Communication, Stakeholders & Leadership ",SkillUp EdTech,"communication,emotional intelligence,leadership,leadership management,negotiation,project management,project management institute pmi methodology,project schedule,resource allocation,resource management,resource planning,scheduling,stakeholder communication,stakeholder engagement,stakeholder management",0,0,Intermediate ? Course ? 1 - 3 Months
59,Google Project Management (DE),Google,"agile methodology,agile project management,backlog,change management,continuous improvement process,milestone project management,project closure,project documentation,project management,project management life cycle,project risk management,project scoping,quality improvement,quality management,risk management,scope management,sprint retrospective,stakeholder management,team management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
60,GenAI for Project Managers: Scaling with GenAI,Coursera Instructor Network,"artificial intelligence,automation,collaborative software,cost reduction,generative ai,innovation,predictive analytics,process improvement,productivity software,project management,project management life cycle,resource allocation,risk management",0,0,Intermediate ? Course ? 1 - 4 Weeks
61,"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,"agile project management,cost management,earned value management,leadership,meeting facilitation,project control,project documentation,project management,project management institute pmi methodology,project management life cycle,project schedule,project scoping,quality management,risk management,scope management,stakeholder engagement,stakeholder management,team motivation,work breakdown structure",0,0,Beginner ? Course ? 1 - 3 Months
62,Project Management Fundamentals,LearnKartS,"change management,governance,operation management,organizational structure,program management,project control,project management,project management institute pmi methodology,project management life cycle,project management office pmo,project portfolio management,resource management,stakeholder communication,stakeholder management",0,0,Beginner ? Course ? 1 - 4 Weeks
63,Team Building and Leadership in Project Management,Microsoft,"communication,communication strategy,conflict management,emotional intelligence,goal setting,intercultural competence,leadership,project management,project management institute pmi methodology,stakeholder management,team building,team management,virtual team",0,0,Beginner ? Course ? 1 - 4 Weeks
64,"Project Management Job Search, Resume, and Interview Prep",IBM,"applicant tracking system,communication strategy,interviewing skill,linkedin,negotiation,professional networking,project management,recruitment,verbal communication skill,writing editing",0,0,Beginner ? Course ? 1 - 3 Months
65,Project Management & Other Tools for Career Development,"University of California, Irvine","business correspondence,business writing,change control,communication,concision,conflict management,creative problemsolving,creativity,decision making,editing,emotional intelligence,grammar,negotiation,problem solving,project management,project performance,project risk management,relationship building,risk management,stakeholder management",0,0,Beginner ? Specialization ? 3 - 6 Months
66,Project Management Principles,Microsoft,"change management,governance,leadership,problem solving,project management,project management institute pmi methodology,project management life cycle,project risk management,risk management,stakeholder communication,stakeholder engagement,system thinking,team building,team performance management",0,0,Beginner ? Course ? 1 - 4 Weeks
67,Foundations of Project Management,Packt,"agile methodology,agile project management,communication,ethical standard conduct,leadership,leadership study,performance management,project management,project management institute pmi methodology,project management life cycle,project risk management,risk management,stakeholder engagement,stakeholder management",0,0,Intermediate ? Course ? 1 - 4 Weeks
68,Project Management: Gestiona tu proyecto y equipo con Canva,Coursera Project Network,"kanban principle,milestone project management,presentation,product roadmaps,project design,project management,team management,timeline",0,0,Beginner ? Guided Project ? Less Than 2 Hours
69,Project Management Professional Prep,Packt,"active listening,agile project management,backlog,business process,change management,communication,compliance management,governance,mentorship,negotiation,people management,performance management,procurement,project management,project risk management,project schedule,scope management,team oriented,training development",0,0,Beginner ? Specialization ? 1 - 3 Months
70,Certified Associate in Project Management (PMI-CAPM),Edureka,"budget management,business analysis,communication,cost management,critical thinking,earned value management,problem solving,procurement,product roadmaps,project management,project management life cycle,project management office pmo,project risk management,quality assurance control,quality management,risk management,stakeholder engagement,stakeholder management,strategic decisionmaking",0,0,Intermediate ? Specialization ? 1 - 3 Months
71,Supply Chain Management,Rutgers the State University of New Jersey,"customer demand planning,demand planning,forecasting,inventory management system,inventory warehousing,lean manufacturing,lean six sigma,logistics,operation management,process improvement,procurement,production process,purchasing,strategic sourcing,supplier management,supplier relationship management,supply chain,supply chain planning,supply management,warehouse management",0,0,Beginner ? Specialization ? 3 - 6 Months
72,Project Management: Control using the Earned Value and Risk,Politecnico di Milano,"business management,cost control,cost management,earned value management,forecasting,performance metric,planning,project closure,project control,project management,project risk management,risk analysis,risk mitigation",0,0,Beginner ? Course ? 1 - 4 Weeks
73,Project Management - Initiation and Planning,L&T EduTech,"bidding,change control,change management,claim processing,contract management,contract review,feasibility study,organizational structure,project management,project management life cycle,project scoping,scope management,work breakdown structure",0,0,Intermediate ? Course ? 1 - 4 Weeks
74,Engineering Project Management: Initiating and Planning,Rice University,"business analysis,communication planning,financial analysis,leadership,organizational structure,peer review,planning,project documentation,project management,project management life cycle,project scoping,requirement management,stakeholder management",0,0,Beginner ? Course ? 1 - 3 Months
75,Project Management: Life cycle and project planning,Politecnico di Milano,"organizational skill,organizational structure,project management,project management life cycle,project schedule,project scoping,resource management,scope management,timeline,work breakdown structure",0,0,Beginner ? Course ? 1 - 4 Weeks
76,Project Management Knowledge Areas,LearnKartS,"communication planning,cost estimation,cost management,procurement,project coordination,project management,project management institute pmi methodology,project risk management,project schedule,project scoping,quality management,resource management,risk management,scheduling,scope management,stakeholder communication,stakeholder engagement,stakeholder management,vendor management",0,0,Intermediate ? Course ? 1 - 4 Weeks
77,Strategic Leadership and Management,University of Illinois Urbana-Champaign,"business ethic,business management,business strategy,conflict management,corporate strategy,governance,leadership,leadership development,negotiation,organizational change,organizational effectiveness,organizational leadership,organizational strategy,organizational structure,stakeholder management,strategic leadership,team building,team management,team motivation,trustworthiness",0,0,Beginner ? Specialization ? 3 - 6 Months
78,"Engineering Project Management: Scope, Time and Cost Management",Rice University,"budget management,change management,cost management,earned value management,planning,project documentation,project estimation,project management,project schedule,project scoping,requirement management,scheduling,scope management,timeline,work breakdown structure",0,0,Beginner ? Course ? 1 - 3 Months
79,"Engineering Project Management: Risk, Quality, Teams, and Procurement",Rice University,"contract management,cost management,procurement,project management,project management institute pmi methodology,project risk management,qa testing,quality control,quality management,risk management,team management",0,0,Beginner ? Course ? 1 - 3 Months
80,Digital Product Management,University of Virginia,"agile methodology,agile product development,agile project management,agile software development,analytics,continuous delivery,customer analysis,design thinking,devops,innovation,leadership,new product development,product improvement,product management,product testing,team building,team management,team performance management,usability testing,user story",0,0,Beginner ? Specialization ? 3 - 6 Months
81,Project Management: Foundations and Initiation,University of Colorado Boulder,"business communication,communication,engineering management,leadership,project management,project management life cycle,project scoping,requirement management,resource management,stakeholder communication,stakeholder management,team management",0,0,Beginner ? Course ? 1 - 4 Weeks
82,Project Management and Risk Fundamentals,LearnKartS,"agile methodology,agile project management,project management,project risk management,risk analysis,risk appetite,risk management,sprint retrospective,stakeholder management,user story",0,0,Intermediate ? Course ? 1 - 4 Weeks
83,Project Management: Beyond planning and control,Politecnico di Milano,"business priority,business process management,change management,conflict management,decision making,innovation,organizational structure,project coordination,project management,team management",0,0,Beginner ? Course ? 1 - 4 Weeks
84,IBM Data Management,IBM,"business analysis,dashboard,data architecture,data governance,data literacy,data management,data migration,data security,data store,data storytelling,data visualization,data warehouse,database,database design,descriptive statistic,excel formula,extract,load,relational database,sql,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
85,PMP Exam Prep: Project Management Principles ,"University of Maryland, College Park","product management,project control,project management,project scoping,team building,team management,team motivation,value engineering",0,0,Beginner ? Course ? 1 - 3 Months
86,Project Management for Development,Banco Interamericano de Desarrollo,"communication planning,community development,cost management,earned value management,economic development,procurement,project control,project coordination,project implementation,project management,project performance,project scoping,resource management,risk analysis,risk management,scheduling,scope management,stakeholder management,timeline,work breakdown structure",0,0,Beginner ? Course ? 1 - 3 Months
87,Software Product Management,University of Alberta,"agile methodology,agile software development,backlog,business requirement,functional requirement,kanban principle,product management,product requirement,project management,requirement analysis,requirement elicitation,requirement management,risk management framework,scrum software development,sdlc,software development methodology,software technical review,sprint planning,sprint retrospective",0,0,Beginner ? Specialization ? 3 - 6 Months
88,Project Management Performance Domains,Microsoft,"performance measurement,project implementation,project management,project management institute pmi methodology,project management life cycle,project performance,project schedule,resource allocation,resource management,risk management,stakeholder engagement,stakeholder management,team management",0,0,Beginner ? Course ? 1 - 4 Weeks
89, Process Groups and Processes in Project Management,Microsoft,"communication planning,milestone project management,process management,project closure,project coordination,project implementation,project management,project management institute pmi methodology,project management life cycle,project performance,project risk management,risk analysis,scheduling,stakeholder communication,stakeholder engagement,stakeholder management,team management",0,0,Beginner ? Course ? 1 - 4 Weeks
90,Project Management Quickstart,University of Washington,"agile methodology,communication planning,dependency analysis,people management,project documentation,project management,project scoping,risk management,scheduling,stakeholder management,work breakdown structure",0,0,Beginner ? Course ? 1 - 4 Weeks
91,Core Project Management Process,"University of Maryland, College Park","agile project management,design thinking,leadership,lean methodology,project control,project implementation,project management,project scoping,requirement management,risk management,sprint planning,stakeholder communication,stakeholder management,team building",0,0,Beginner ? Course ? 1 - 3 Months
92,Agile Project Management,Packt,"agile methodology,agile project management,backlog,continuous improvement process,estimation,kanban principle,prioritization,project management,release management,requirement management,scrum software development,sprint planning,sprint retrospective,stakeholder management,team performance management,timeline,user story,workflow management",0,0,Beginner ? Course ? 3 - 6 Months
93,Generative AI for Product Managers,IBM,"artificial intelligence,chatgpt,commercialization,creativity,customer experience improvement,generative ai,ibm cloud,large language modeling,new product development,openai,product development,product improvement,product lifecycle management,product management,product strategy,prompt engineering,return investment,stakeholder communication,team building,technical product management",0,0,Intermediate ? Specialization ? 1 - 3 Months
94,Python Project for Data Science,IBM,"dashboard,data analysis,data collection,data manipulation,data processing,data science,data visualization software,jupyter,matplotlib,panda python package,python,web scraping",0,0,Intermediate ? Course ? 1 - 4 Weeks
95,Human Resource Management: HR for People Managers,University of Minnesota,"compensation analysis,compensation benefit,compensation management,compensation strategy,constructive feedback,employee onboarding,employee performance management,human capital,human resource,human resource management planning,human resource strategy,job analysis,people management,performance appraisal,performance management,performance review,recruitment,recruitment strategy,talent acquisition,workforce planning",0,0,Beginner ? Specialization ? 3 - 6 Months
96,Google Project Management,Google,"agile project management,agile software development,backlog,budget management,change management,communication planning,datadriven decisionmaking,leadership,milestone project management,product roadmaps,project closure,project management,project management life cycle,project risk management,project scoping,quality management,scope management,sprint retrospective,team management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
97,Generative AI for Product Managers,IBM,"artificial intelligence,chatgpt,commercialization,creativity,customer experience improvement,generative ai,ibm cloud,large language modeling,new product development,openai,product development,product improvement,product lifecycle management,product management,product strategy,prompt engineering,return investment,stakeholder communication,team building,technical product management",0,0,Intermediate ? Specialization ? 1 - 3 Months
98,Leading People and Teams,University of Michigan,"business leadership,conflict management,employee coaching,employee engagement,employee onboarding,influencing,interviewing skill,leadership,people development,performance review,persuasive communication,talent management,talent pipelining,talent recruitment,team building,team management,team motivation,team performance management,teamwork",0,0,Beginner ? Specialization ? 3 - 6 Months
99,Human Resource Management: HR for People Managers,University of Minnesota,"compensation analysis,compensation benefit,compensation management,compensation strategy,constructive feedback,employee onboarding,employee performance management,human capital,human resource,human resource management planning,human resource strategy,job analysis,people management,performance appraisal,performance management,performance review,recruitment,recruitment strategy,talent acquisition,workforce planning",0,0,Beginner ? Specialization ? 3 - 6 Months
100,Python Project for Data Science,IBM,"dashboard,data analysis,data collection,data manipulation,data processing,data science,data visualization software,jupyter,matplotlib,panda python package,python,web scraping",0,0,Intermediate ? Course ? 1 - 4 Weeks
101,Google Project Management,Google,"agile project management,agile software development,backlog,budget management,change management,communication planning,datadriven decisionmaking,leadership,milestone project management,product roadmaps,project closure,project management,project management life cycle,project risk management,project scoping,quality management,scope management,sprint retrospective,team management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
102,Business Foundations,University of Pennsylvania,"branding,capital budgeting,corporate finance,finance,financial accounting,financial analysis,financial reporting,financial statement,financial statement analysis,go market strategy,human capital,marketing,marketing planning,operation management,operational efficiency,peer review,people management,process analysis,process management,return investment",0,0,Beginner ? Specialization ? 3 - 6 Months
103, Project Management Basics: Foundations & Frameworks,Edureka,"agile methodology,budget management,change control,cost management,earned value management,governance,organizational structure,project documentation,project management,project management life cycle,project management office pmo,project risk management,project scoping,scheduling,scope management,stakeholder engagement,stakeholder management",0,0,Beginner ? Course ? 1 - 4 Weeks
104,Digital Product Management: Modern Fundamentals,University of Virginia,"agile methodology,business modeling,customer engagement,customer insight,datadriven decisionmaking,design product,design thinking,innovation,marketing analytics,new product development,product improvement,product management,product roadmaps,product testing,stakeholder communication,stakeholder management",0,0,Beginner ? Course ? 1 - 4 Weeks
105,Project Management Methodologies,Packt,"agile methodology,agile project management,earned value management,kanban principle,organizational structure,project documentation,project management,project management life cycle,project schedule,quality management,scaled agile framework,waterfall methodology,work breakdown structure",0,0,Intermediate ? Course ? 1 - 4 Weeks
106,Google Project Management (PT),Google,"agile methodology,agile project management,backlog,change control,change management,communication planning,continuous improvement process,leadership,process improvement,project closure,project control,project management,project management life cycle,project management software,project schedule,project scoping,quality management,requirement analysis,sprint retrospective",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
107,Project Management Project,"University of California, Irvine","budgeting,matrix management,peer review,project documentation,project implementation,project management,project risk management,project schedule,project scoping,risk management,scheduling,timeline,work breakdown structure",0,0,Mixed ? Course ? 1 - 3 Months
