id_no,title,organization,skills,ratings,review_counts,metadata
24,Business Analysis & Process Management,Coursera Project Network,"business analysis,business process,business process modeling,process analysis,process flow diagram,process management,process mapping,stakeholder management,workflow management",0,0,Beginner З Guided Project З Less Than 2 Hours
25,GenAI for Product Managers,Coursera Instructor Network,"agile product development,ai personalization,artificial intelligence,brainstorming,business ethic,customer analysis,data ethic,generative ai,ideation,market analysis,new product development,process development,product development,product lifecycle management,product management,prototyping,technical documentation,technical product management",0,0,Beginner З Course З 1 - 4 Weeks
26,Mastering Product Management Interviews: A Strategic Guide,Board Infinity,"agile methodology,analytical skills,competitive analysis,crossfunctional collaboration,data visualization software,design thinking,go market strategy,interviewing skill,market analysis,microsoft excel,new product development,portfolio management,product design,product development,product lifecycle management,product roadmaps,product strategy,stakeholder management,storytelling,user story",0,0,Beginner З Specialization З 1 - 3 Months
27,Google UX Design,Google,"applicant tracking system,design research,design review,design thinking,figma design software,ideation,information architecture,interviewing skill,presentation,responsive web design,storyboarding,uiux research,usability,usability testing,user research,user story,ux design,web design,wireframing",0,0,Beginner З Professional Certificate З 3 - 6 Months
28,IBM Product Owner,IBM,"agile methodology,agile product development,agile project management,agile software development,backlog,chatgpt,computer hardware,generative ai,information technology,kanban principle,market intelligence,product management,product roadmaps,product strategy,sprint planning,sprint retrospective,stakeholder communication,stakeholder management,user story,virtual team",0,0,Beginner З Professional Certificate З 3 - 6 Months
29,Build a Product Roadmap with Aha!,Coursera Project Network,"product development,product management,product planning,product requirement,product roadmaps,product strategy,project management software,release management",0,0,Beginner З Guided Project З Less Than 2 Hours
30,Enterprise Product Management Fundamentals,Microsoft,"agile methodology,competitive analysis,compliance management,crossfunctional collaboration,enterprise security,market analysis,market research,microsoft 365,new product development,prioritization,product development,product lifecycle management,product management,product requirement,product roadmaps,product strategy,project management institute pmi methodology,technical product management",0,0,Beginner З Course З 1 - 3 Months
31,Product Management: Building AI-Powered Products,SkillUp EdTech,"artificial intelligence,commercialization,generative ai,new product development,product development,product lifecycle management,product management,product strategy,return investment,stakeholder communication,team building,technical communication,technical product management",0,0,Beginner З Course З 1 - 4 Weeks
32,Product Management Fundamentals,Xbox,"agile methodology,business strategy,communication,competitive analysis,market analysis,market research,new product development,prioritization,product development,product lifecycle management,product management,product requirement,product roadmaps,product strategy,stakeholder communication,stakeholder management,value proposition",0,0,Beginner З Course З 1 - 3 Months
33,Foundations of User Experience (UX) Design,Google,"cross platform development,design thinking,prototyping,sprint planning,usability,user centered design,user research,ux design,web content accessibility guideline,wireframing",0,0,Beginner З Course З 1 - 4 Weeks
34,Real-World Cloud Product Management,Advancing Women in Tech,"amazon dynamodb,amazon elastic compute cloud,amazon redshift,amazon s3,amazon web service,aws identity access management iam,cloud computing,cloud computing architecture,cloud management,cloud security,cloud service,cloud storage,data security,database,innovation,network architecture,product management,public cloud,technical product management,technical support",0,0,Beginner З Specialization З 1 - 3 Months
35,Product Management: Developing and Delivering a New Product,SkillUp EdTech,"commercialization,competitive analysis,market analysis,new product development,product development,product lifecycle management,product management,product planning,product requirement,product roadmaps,product testing,project management life cycle,stakeholder communication,stakeholder management,team building",0,0,Beginner З Course З 1 - 3 Months
36,ChatGPT for Project Management - Leveraging AI for Success,Vanderbilt University,"artificial intelligence,business metric,chatgpt,creative thinking,generative ai,key performance indicator kpis,large language modeling,milestone project management,productivity,project documentation,project implementation,project management,project risk management,project schedule,prompt engineering,risk analysis,taking meeting minute,timeline,workflow management",0,0,Beginner З Specialization З 1 - 3 Months
37,Supply Chain Management,Rutgers the State University of New Jersey,"customer demand planning,demand planning,forecasting,inventory management system,inventory warehousing,lean manufacturing,lean six sigma,logistics,operation management,process improvement,procurement,production process,purchasing,strategic sourcing,supplier management,supplier relationship management,supply chain,supply chain planning,supply management,warehouse management",0,0,Beginner З Specialization З 3 - 6 Months
38,Project Management Principles and Practices,"University of California, Irvine","budgeting,change control,conflict management,cost estimation,estimation,milestone project management,peer review,project control,project management,project management life cycle,project performance,project risk management,project schedule,quality management,risk management,scheduling,stakeholder management,timeline,work breakdown structure",0,0,Beginner З Specialization З 3 - 6 Months
39,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,"compensation management,conflict management,decision making,employee performance management,human resource management planning,interviewing skill,leadership,people development,people management,performance appraisal,performance management,recruitment,strategic decisionmaking,team motivation",0,0,Mixed З Course З 1 - 3 Months
40,Platform Product Management,"University of Maryland, College Park","application deployment,application development,automation,business transformation,cloud platform,customer engagement,data modeling,digital transformation,drive engagement,platform service paas,product management,service recovery,sprint retrospective,system integration,technical product management,technology solution,user feedback,user interface ui,ux design,workflow management",0,0,Beginner З Specialization З 3 - 6 Months
41,Fundamentals of Product Management,Board Infinity,"agile methodology,crossfunctional collaboration,datadriven decisionmaking,emerging technology,innovation,key performance indicator kpis,market analysis,product development,product lifecycle management,product management,product roadmaps,product strategy,stakeholder management,user research",0,0,Beginner З Course З 1 - 4 Weeks
42,Project Management,University of Colorado Boulder,"agile methodology,agile project management,engineering management,leadership,milestone project management,procurement,project closure,project management,project schedule,project scoping,quality management,risk management,scheduling,scrum software development,stakeholder communication,stakeholder management,supplier management,team management,user story",0,0,Beginner З Specialization З 1 - 3 Months
43,Agile with Atlassian Jira,Atlassian,"agile methodology,agile project management,backlog,continuous improvement process,jira software,kanban principle,lean methodology,product requirement,project management,query language,scrum software development,software versioning,sprint planning,sprint retrospective,user story,workflow management",0,0,Beginner З Course З 1 - 4 Weeks
44,Introduction to Software Product Management,University of Alberta,"agile methodology,agile software development,process development,product management,project management,requirement analysis,requirement management,software development,software engineering",0,0,Mixed З Course З 1 - 4 Weeks
45,Strategic Product Management,Board Infinity,"agile methodology,competitive analysis,crossfunctional collaboration,data analysis,data visualization software,design thinking,go market strategy,market analysis,microsoft excel,new product development,product development,product lifecycle management,product management,product strategy,technical product management,ux design",0,0,Beginner З Course З 1 - 4 Weeks
46,Engineering Project Management,Rice University,"communication planning,cost management,earned value management,organizational structure,planning,procurement,project documentation,project estimation,project management,project risk management,project schedule,project scoping,qa testing,requirement management,risk management,scheduling,scope management,stakeholder management,team management,work breakdown structure",0,0,Beginner З Specialization З 3 - 6 Months
47,Strategic Management and Innovation,Copenhagen Business School,"business,business planning,business strategy,change management,competitive analysis,culture transformation,global marketing,goal setting,innovation,market analysis,organizational strategy,organizational structure,peer review,plan execution,project implementation,resource management,strategic decisionmaking,strategic planning,strategic thinking",0,0,Beginner З Specialization З 3 - 6 Months
48,Google Digital Marketing & E-commerce,Google,"ab testing,applicant tracking system,campaign management,customer experience strategy cx,customer relationship management,data storytelling,ecommerce,email marketing,google ad,interviewing skill,loyalty program,marketing,medium planning,order fulfillment,search engine marketing,search engine optimization,social medium management,social medium marketing,social medium strategy,spreadsheet software",0,0,Beginner З Professional Certificate З 3 - 6 Months
49,Introduction to Project Management ,IBM,"agile methodology,agile project management,communication,management,project management,project management life cycle,project risk management,scope management,stakeholder management,technical management",0,0,Beginner З Course З 1 - 3 Months
50,The Business of Product Management I,Advancing Women in Tech,"b2b sale,competitive analysis,customer experience strategy cx,customer insight,innovation,market analysis,new product development,persuasive communication,product lifecycle management,product management,product requirement,product roadmaps,product strategy",0,0,Beginner З Course З 1 - 4 Weeks
51,Financial Markets,Yale University,"banking,behavioral economics,business risk management,capital market,corporate finance,derivative,enterprise risk management erm,finance,financial market,financial policy,financial regulation,financial service,governance,insurance,investment,investment banking,market dynamic,risk management,security finance,underwriting",0,0,Beginner З Course З 1 - 3 Months
52,Project Management & Other Tools for Career Development,"University of California, Irvine","business correspondence,business writing,change control,communication,concision,conflict management,creative problemsolving,creativity,decision making,editing,emotional intelligence,grammar,negotiation,problem solving,project management,project performance,project risk management,relationship building,risk management,stakeholder management",0,0,Beginner З Specialization З 3 - 6 Months
53,IBM IT Project Manager,IBM,"agile methodology,agile software development,communication,design patterns,earned value management,information technology,interviewing skill,leadership,peer review,project management,project management life cycle,project risk management,resource management,risk management,sdlc,software architecture,sprint retrospective,stakeholder engagement,stakeholder management,team motivation",0,0,Beginner З Professional Certificate З 3 - 6 Months
54,Marketing Strategy,IE Business School,"business planning,business research,consumer behaviour,data analysis,market analysis,market research,marketing,marketing channel,marketing communication,marketing planning,peer review,product marketing,product strategy,research design,research report,survey,survey creation,target market,value proposition",0,0,Beginner З Specialization З 3 - 6 Months
55,Generative AI: Supercharge Your Product Management Career,SkillUp EdTech,"artificial intelligence,chatgpt,customer experience improvement,ethical standard conduct,generative ai,ideation,microsoft copilot,product improvement,product lifecycle management,product management,prompt engineering,technical product management",0,0,Intermediate З Course З 1 - 4 Weeks
56,"Influencing: Storytelling, Change Management and Governance",Macquarie University,"business transformation,change management,communication,conflict management,enterprise risk management erm,governance,influencing,intercultural competence,leadership,meeting facilitation,negotiation,organizational change,overcoming objection,persuasive communication,process management,rapport building,risk management,risk management framework,stakeholder management,storytelling",0,0,Beginner З Specialization З 3 - 6 Months
57,Construction Project Management,Columbia University,"building information modeling,construction management,contract management,engineering management,environment health safety,lean methodology,organizational structure,project management,project management life cycle,project risk management,project schedule,sustainability reporting,work breakdown structure",0,0,Beginner З Course З 1 - 3 Months
58,Product Management: Foundations & Stakeholder Collaboration,SkillUp EdTech,"communication,competitive analysis,innovation,leadership,market analysis,new product development,product lifecycle management,product management,product planning,product strategy,sales,stakeholder engagement,stakeholder management,strategic communication,team building",0,0,Beginner З Course З 1 - 3 Months
59,Product Management: Initial Product Strategy and Plan,SkillUp EdTech,"agile product development,business planning,competitive analysis,financial analysis,market analysis,market research,marketing,new product development,product lifecycle management,product management,product planning,product roadmaps,product strategy,project management life cycle,risk management,team building,user requirement document",0,0,Beginner З Course З 1 - 3 Months
60,The Business of Product Management II,Advancing Women in Tech,"agile methodology,continuous improvement process,customer experience strategy cx,customer retention,datadriven decisionmaking,financial analysis,financial statement analysis,innovation,key performance indicator kpis,product development,product lifecycle management,product management,product roadmaps,revenue management",0,0,Beginner З Course З 1 - 4 Weeks
61,IBM Data Management,IBM,"business analysis,dashboard,data architecture,data governance,data literacy,data management,data migration,data security,data store,data storytelling,data visualization,data warehouse,database,database design,descriptive statistic,excel formula,extract,load,relational database,sql,transform",0,0,Beginner З Professional Certificate З 3 - 6 Months
62,Food & Beverage Management,Universitр Bocconi,"brand management,business strategy,competitive analysis,consumer behaviour,food beverage,global marketing,growth strategy,hospitality management,market dynamic,marketing,product quality qaqc,restaurant management,value proposition",0,0,Mixed З Course З 1 - 3 Months
63,"Brand Management: Aligning Business, Brand and Behaviour",University of London,"brand awareness,brand management,brand marketing,brand strategy,branding,consumer behaviour,crossfunctional collaboration,customer experience strategy cx,employee engagement,global marketing,human resource,internal communication,marketing management,organizational change",0,0,Beginner З Course З 1 - 3 Months
64,Data Science Foundations,Multiple educators,"algorithm,computer programming tool,correlation analysis,dashboard,data literacy,data mining,data science,data visualization software,jupyter,machine learning,machine learning algorithm,numpy,panda python package,predictive modeling,probability statistic,project management,pseudocode,python,unsupervised learning,web scraping",0,0,Beginner З Specialization З 3 - 6 Months
65,Acing the Product Management Interview,Advancing Women in Tech,"amazon web service,branding,interviewing skill,performance management,product management,product marketing,product strategy,professional networking,recruitment,talent sourcing,verbal communication skill",0,0,Beginner З Course З 1 - 4 Weeks
66,Product Analytics and AI,University of Virginia,"ab testing,advanced analytics,agile methodology,agile software development,ai personalization,analytics,customer analysis,customer demand planning,customer insight,data science,datadriven decisionmaking,product development,product management,product testing,software development,usability testing,ux design",0,0,Beginner З Course З 1 - 4 Weeks
67,Project Management: The Basics for Success,"University of California, Irvine","communication,communication planning,leadership,leadership management,management reporting,performance reporting,project control,project management,project management life cycle,project performance,project schedule,stakeholder management,team building,team management,team performance management",0,0,Mixed З Course З 1 - 4 Weeks
68,"Product Management Cert: Agile, Scrum & Product Owner",Packt,"agile product development,agile project management,backlog,prioritization,product management,product planning,product requirement,product roadmaps,product strategy,sprint planning,stakeholder communication,user story",0,0,Intermediate З Course З 1 - 3 Months
69,Management of Fashion and Luxury Companies,Universitр Bocconi,"brand management,business modeling,business strategy,communication strategy,consumer behaviour,customer experience strategy cx,digital medium strategy,ecommerce,financial reporting,global marketing,market opportunity,market trend,marketing management,product development,retail store operation,storytelling",0,0,Mixed З Course З 1 - 3 Months
70,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,"business modeling,business strategy,corporate strategy,customer insight,design thinking,innovation,market research,product design,product development,product testing,service design,strategic communication,user feedback",0,0,Intermediate З Course З 1 - 3 Months
71,Construction Management,Columbia University,"bidding,building information modeling,business transformation,construction,construction estimating,construction management,cost control,cost estimation,environment health safety,finance,innovation,lean methodology,project closure,project finance,project risk management,project schedule,punch work,real estate,scheduling,timeline",0,0,Beginner З Specialization З 3 - 6 Months
72,Google Cybersecurity,Google,"bash scripting language,cloud security,computer security incident management,cyber attack,cyber threat intelligence,cybersecurity,debugging,hardening,incident response,interviewing skill,intrusion detection prevention,linux,network protocol,network security,python,sql,threat management,threat modeling,vulnerability assessment,vulnerability management",0,0,Beginner З Professional Certificate З 3 - 6 Months
73,Google IT Support,Google,"applicant tracking system,application security,cloud infrastructure,computer hardware,computer networking,computer security,desktop support,file system,information system security,infrastructure,interviewing skill,microsoft window,network architecture,network security,network troubleshooting,package software management,professional development,system administration,tcpip,technical support",0,0,Beginner З Professional Certificate З 3 - 6 Months
74,Leading People and Teams,University of Michigan,"business leadership,conflict management,employee coaching,employee engagement,employee onboarding,influencing,interviewing skill,leadership,people development,performance review,persuasive communication,talent management,talent pipelining,talent recruitment,team building,team management,team motivation,team performance management,teamwork",0,0,Beginner З Specialization З 3 - 6 Months
75,Investment Management,University of Geneva,"asset management,business risk management,capital market,economics,environmental social corporate governance esg,equity,finance,financial market,financial planning,financial policy,fintech,investment,investment management,market dynamic,performance analysis,performance measurement,portfolio management,risk analysis,risk management,wealth management",0,0,Beginner З Specialization З 3 - 6 Months
76,IBM Project Manager,IBM,"agile methodology,agile software development,communication,earned value management,interviewing skill,kanban principle,leadership,management,peer review,professional networking,project management,project management life cycle,project risk management,project schedule,resource management,resource planning,risk management,stakeholder engagement,stakeholder management,team motivation",0,0,Beginner З Professional Certificate З 3 - 6 Months
77,IBM AI Developer,IBM,"bootstrap frontend framework,cascading style sheet cs,chatgpt,data science,design patterns,engineering software,flask web framework,generative ai,jupyter,large language modeling,machine learning,prompt engineering,python,responsive web design,scrum software development,sdlc,software architecture,software design pattern,software engineering,unit testing",0,0,Beginner З Professional Certificate З 3 - 6 Months
78,Generative AI for Project Managers,IBM,"artificial intelligence,business ethic,chatgpt,content writing,generative ai,ibm cloud,image analysis,large language modeling,machine learning,microsoft copilot,openai,program development,project documentation,project management,project management life cycle,prompt engineering,risk management,team building,workflow management",0,0,Intermediate З Specialization З 1 - 3 Months
79,Business Foundations,University of Pennsylvania,"branding,capital budgeting,corporate finance,finance,financial accounting,financial analysis,financial reporting,financial statement,financial statement analysis,go market strategy,human capital,marketing,marketing planning,operation management,operational efficiency,peer review,people management,process analysis,process management,return investment",0,0,Beginner З Specialization З 3 - 6 Months
80,Product Owner Certification [PSPO I] Preparation,SkillUp EdTech,"agile methodology,agile product development,agile project management,backlog,communication,conflict management,crossfunctional collaboration,negotiation,product management,product requirement,product roadmaps,product strategy,scaled agile framework,sprint planning,sprint retrospective,stakeholder communication,stakeholder management,strategic planning,user story,virtual team",0,0,Beginner З Specialization З 3 - 6 Months
81,Financial Management,University of Illinois Urbana-Champaign,"accrual accounting,bookkeeping,business ethic,business valuation,cash flow,corporate finance,credit risk,finance,financial accounting,financial analysis,financial management,financial statement,financial statement analysis,income statement,investment,merger acquisition,portfolio management,revenue recognition,risk management,working capital",0,0,Intermediate З Specialization З 3 - 6 Months
82,Human Resource Management: HR for People Managers,University of Minnesota,"compensation analysis,compensation benefit,compensation management,compensation strategy,constructive feedback,employee onboarding,employee performance management,human capital,human resource,human resource management planning,human resource strategy,job analysis,people management,performance appraisal,performance management,performance review,recruitment,recruitment strategy,talent acquisition,workforce planning",0,0,Beginner З Specialization З 3 - 6 Months
83,AI For Everyone,DeepLearning.AI,"artificial intelligence,artificial intelligence machine learning aiml,artificial neural network,business ethic,data ethic,data science,deep learning,engineering management,machine learning,market opportunity,need assessment,strategic thinking,team building",0,0,Beginner З Course З 1 - 4 Weeks
84,"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,"asset management,budgeting,competitive analysis,datadriven decisionmaking,demand generation,demand planning,financial analysis,financial forecasting,forecasting,hospitality,hospitality management,hotel operation,market share,marketing,marketing channel,revenue management,stakeholder communication,strategic planning,target market",0,0,Beginner З Specialization З 3 - 6 Months
85,Python for Everybody,University of Michigan,"application programming interface api,computer programming,data collection,data modeling,data processing,data structure,data visualization,database,database design,database management,extensible markup language xml,json,network protocol,programming principle,python,relational database,restful api,sql,web scraping,web service",0,0,Beginner З Specialization З 3 - 6 Months
86,Strategic Leadership and Management,University of Illinois Urbana-Champaign,"business ethic,business management,business strategy,conflict management,corporate strategy,governance,leadership,leadership development,negotiation,organizational change,organizational effectiveness,organizational leadership,organizational strategy,organizational structure,stakeholder management,strategic leadership,team building,team management,team motivation,trustworthiness",0,0,Beginner З Specialization З 3 - 6 Months
87,Supply Chain Logistics,Rutgers the State University of New Jersey,"customer support,inventory management system,inventory warehousing,logistics,operating cost,supply chain,supply chain management,transportation,transportation operation,warehouse management",0,0,Beginner З Course З 1 - 4 Weeks
88,Capstone: Applying Project Management in the Real World,Google,"communication strategy,generative ai agent,interviewing skill,milestone project management,problem solving,project documentation,project management,project scoping,quality management,requirement analysis,sprint retrospective,stakeholder management",0,0,Beginner З Course З 1 - 4 Weeks
89,Fundamentals of Project Planning and Management,University of Virginia,"agile methodology,dependency analysis,earned value management,kanban principle,milestone project management,planning,project management,project schedule,project scoping,risk analysis,risk management,stakeholder management",0,0,Beginner З Course З 1 - 4 Weeks
90,The Art & Science of Product Management,Advancing Women in Tech,"artificial intelligence,artificial intelligence machine learning aiml,crossfunctional team leadership,deep learning,design,interviewing skill,leadership,machine learning,product management,technical product management,ux design",0,0,Beginner З Course З 1 - 4 Weeks
91,Google IT Automation with Python,Google,"applicant tracking system,automation,bash scripting language,cicd,cloud computing,cloud service,configuration management,debugging,docker software,git version control system,github,infrastructure code iac,interviewing skill,programming principle,puppet configuration management tool,python,technical communication,unit testing,version control,web service",0,0,Advanced З Professional Certificate З 3 - 6 Months
92,Foundations of Management,IESE Business School,"accounting,balance sheet,brand management,brand marketing,business analysis,cash flow,finance,financial analysis,financial statement,financial statement analysis,income statement,leadership,marketing,operational analysis,organizational leadership,people management,strategic marketing,team management,working capital",0,0,Beginner З Specialization З 3 - 6 Months
93,Introduction to Data Science,IBM,"big data,business analysis,cloud computing,computer programming tool,data analysis software,data cleansing,data literacy,data mining,data modeling,data science,database,github,jupyter,peer review,python,query language,relational database,software development tool,sql,stored procedure",0,0,Beginner З Specialization З 3 - 6 Months
94,"Foundations: Data, Data, Everywhere",Google,"analytical skill,data analysis,data cleansing,data ethic,data management,data processing,data sharing,data visualization,data visualization software,datadriven decisionmaking,google sheet,spreadsheet software,sql",0,0,Beginner З Course З 1 - 4 Weeks
95,Meta Database Engineer,Meta,"data modeling,data structure,database,database administration,database design,database development,database management,database management system,database system,extract,git version control system,github,load,mysql workbench,object oriented programming oop,relational database,sql,stored procedure,transform,unix command,version control",0,0,Beginner З Professional Certificate З 3 - 6 Months
96,Introduction to Operations Management,University of Pennsylvania,"capacity planning,continuous improvement process,lean methodology,operation management,operational efficiency,process analysis,process flow diagram,process improvement,process management,quality management,resource utilization,root cause analysis,statistical process control,supply chain management,workflow management",0,0,Beginner З Course З 1 - 4 Weeks
97,IBM Relational Database Administrator,IBM,"apache airflow,apache kafka,bash scripting language,data engineering,data pipeline,data security,data store,data warehouse,database administration,database architecture administration,database design,database management,extract,generative ai,jupyter,linux command,load,shell script,sql,transform,web scraping",0,0,Intermediate З Professional Certificate З 3 - 6 Months
98,Google IT Automation with Python,Google,"applicant tracking system,automation,bash scripting language,cicd,cloud computing,cloud service,configuration management,debugging,docker software,git version control system,github,infrastructure code iac,interviewing skill,programming principle,puppet configuration management tool,python,technical communication,unit testing,version control,web service",0,0,Advanced З Professional Certificate З 3 - 6 Months
99,Introduction to Data Science,IBM,"big data,business analysis,cloud computing,computer programming tool,data analysis software,data cleansing,data literacy,data mining,data modeling,data science,database,github,jupyter,peer review,python,query language,relational database,software development tool,sql,stored procedure",0,0,Beginner З Specialization З 3 - 6 Months
100,"Foundations: Data, Data, Everywhere",Google,"analytical skill,data analysis,data cleansing,data ethic,data management,data processing,data sharing,data visualization,data visualization software,datadriven decisionmaking,google sheet,spreadsheet software,sql",0,0,Beginner З Course З 1 - 4 Weeks
101,Meta Database Engineer,Meta,"data modeling,data structure,database,database administration,database design,database development,database management,database management system,database system,extract,git version control system,github,load,mysql workbench,object oriented programming oop,relational database,sql,stored procedure,transform,unix command,version control",0,0,Beginner З Professional Certificate З 3 - 6 Months
102,Introduction to Operations Management,University of Pennsylvania,"capacity planning,continuous improvement process,lean methodology,operation management,operational efficiency,process analysis,process flow diagram,process improvement,process management,quality management,resource utilization,root cause analysis,statistical process control,supply chain management,workflow management",0,0,Beginner З Course З 1 - 4 Weeks
