id_no,title,organization,skills,ratings,review_counts,metadata
73,Introduction to Cybersecurity Foundations,Infosec,"cloud computing,commandline interface,cybersecurity,general networking,linux,network monitoring,virtual machine,window powershell",0,0,Beginner ? Course ? 1 - 4 Weeks
74,Introduction to AI for Cybersecurity,Johns Hopkins University,"artificial intelligence,artificial intelligence machine learning aiml,authentication,computer vision,cyber attack,cyber threat intelligence,cybersecurity,deep learning,email security,intrusion detection prevention,jupyter,machine learning,machine learning algorithm,multifactor authentication,nlp,threat detection,threat modeling",0,0,Intermediate ? Course ? 1 - 4 Weeks
75,Cybersecurity Foundations for Risk Management,Kennesaw State University,"asset management,cyber attack,cyber governance,cyber operation,cyber risk,cyber security strategy,cybersecurity,incident response,information system security,network security,risk management,security awareness,security management,threat detection,threat management,vulnerability assessment,vulnerability management",0,0,Beginner ? Course ? 1 - 3 Months
76,"Cybersecurity Planning, Management, and Compliance",Microsoft,"cloud computing,cloud computing architecture,cloud security,cyber security policy,data governance,data management,data security,general data protection regulation gdpr,information privacy,microsoft azure,personally identifiable information,record management,security control,security management,threat detection",0,0,Beginner ? Course ? 1 - 4 Weeks
77,Advanced Cybersecurity,LearnKartS,"cloud computing,cloud infrastructure,cloud security,cloud service,cryptography,cybersecurity,distributed denialofservice ddos attack,encryption,mobile security,penetration testing,sql,virtualization,vulnerability assessment",0,0,Intermediate ? Course ? 1 - 4 Weeks
78,Generative AI: Boost Your Cybersecurity Career ,IBM,"anomaly detection,artificial intelligence,cyber threat intelligence,cybersecurity,generative ai,incident response,malware protection,nlp,prompt engineering,security information event management siem,threat detection,threat modeling,vulnerability management",0,0,Intermediate ? Course ? 1 - 4 Weeks
79,Practice Exam for ISC2 Certified in Cybersecurity (CC),SkillUp EdTech,"computer security incident management,cyber security assessment,cybersecurity,encryption,incident response,information system security assessment framework issaf,network security,risk management framework,security testing",0,0,Intermediate ? Course ? 1 - 4 Weeks
80,Industrial Cybersecurity,Edureka,"cyber attack,cybersecurity,incident response,infrastructure security,intrusion detection prevention,network architecture,network protocol,network security,security control,threat detection,threat modeling",0,0,Beginner ? Course ? 1 - 4 Weeks
81,Play It Safe: Manage Security Risks,Google,"auditing,business risk management,continuous monitoring,cybersecurity,enterprise security,incident response,information assurance,information system security,open web application security project owasp,risk analysis,risk management,risk management framework,security control,security information event management siem,threat detection,threat management,vulnerability management",0,0,Beginner ? Course ? 1 - 4 Weeks
82,Cybersecurity Management and Compliance,Microsoft,"cloud computing,cloud computing architecture,cloud security,cyber security policy,data governance,data management,data security,disaster recovery,general data protection regulation gdpr,information assurance,information privacy,microsoft azure,record management,security control,security management",0,0,Beginner ? Course ? 1 - 4 Weeks
83,A Strategic Approach to Cybersecurity,"University of Maryland, College Park","cyber governance,cyber risk,cyber security assessment,cyber security policy,cyber security strategy,cybersecurity,information privacy,infrastructure security,risk management,security awareness,security management,security strategy,threat modeling,vulnerability assessment",0,0,Beginner ? Course ? 1 - 3 Months
84,Cybersecurity and Mobility,Kennesaw State University,"business,cyber security strategy,cyber threat intelligence,cybersecurity,data security,emerging technology,enterprise application management,internet thing,mobile security,network security,technology strategy",0,0,Beginner ? Course ? 1 - 4 Weeks
85,Cybersecurity Threat Vectors and Mitigation,Microsoft,"active directory,authentication,authorization computing,cryptography,cyber attack,cybersecurity,data security,encryption,firewall,identity access management,multifactor authentication,network security,security strategy,threat detection,threat management",0,0,Beginner ? Course ? 1 - 3 Months
86,"Assets, Threats, and Vulnerabilities",Google,"authentication,authorization computing,cryptography,cyber attack,cyber risk,cyber threat intelligence,cybersecurity,data security,identity access management,malware protection,mitre attck framework,nist 80053,risk management framework,security control,security strategy,threat detection,threat management,threat modeling,vulnerability assessment,vulnerability management",0,0,Beginner ? Course ? 1 - 4 Weeks
87,Advanced Cybersecurity Topics,Johns Hopkins University,"application security,computer architecture,cyber threat intelligence,cybersecurity,malware protection,mitre attck framework,operating system,penetration testing,threat modeling,vulnerability assessment",0,0,Intermediate ? Course ? 1 - 3 Months
88,Cybersecurity Foundations & Threat Mitigation,Packt,"application security,authentication,authorization computing,computer security,cryptography,cyber attack,cyber risk,cyber threat intelligence,cybersecurity,data security,encryption,identity access management,information system security,multifactor authentication,security control,threat detection,threat management,vulnerability assessment,zero trust network access",0,0,Intermediate ? Course ? 1 - 4 Weeks
89,Cybersecurity Architecture Fundamentals,Packt,"application security,cybersecurity,data security,endpoint security,enterprise architecture,identity access management,network security,remote access system,risk analysis,risk management,security architecture,security engineering,system architecture,threat detection,threat modeling,vulnerability management",0,0,Intermediate ? Course ? 1 - 3 Months
90,Cybersecurity and Its Ten Domains,Kennesaw State University,"application security,authorization computing,cryptography,cyber governance,cyber operation,cyber risk,cyber security policy,cybersecurity,disaster recovery,encryption,identity access management,incident management,infrastructure security,network security,safety security,secure coding,security architecture,security awareness,security control,system development life cycle",0,0,Beginner ? Course ? 1 - 3 Months
91,Palo Alto Networks Cybersecurity Foundation,Palo Alto Networks,"cloud computing,cloud security,cryptography,cyber threat intelligence,cybersecurity,endpoint security,enterprise security,firewall,malware protection,network security,security control,software service,threat detection,zero trust network access",0,0,Intermediate ? Course ? 1 - 3 Months
92,Homeland Security and Cybersecurity Future,University of Colorado System,"cyber attack,cyber governance,cyber operation,cyber risk,cyber security policy,cyber security strategy,cybersecurity,incident response,infrastructure security,legal risk,risk management framework,technology solution",0,0,Beginner ? Course ? 1 - 4 Weeks
93,"Detect, Respond, and Recover from Cloud Cybersecurity Attacks",Google Cloud,"automation,cloud security,computer security incident management,continuous monitoring,cyber threat hunting,cybersecurity,disaster recovery,event monitoring,incident management,incident response,intrusion detection prevention,problem management,record keeping,security control,security information event management siem,system monitoring,threat detection,threat management",0,0,Beginner ? Course ? 1 - 4 Weeks
94,Cybersecurity and the X-Factor,Kennesaw State University,"behavior management,compliance training,computer security awareness training,cyber risk,cyber threat intelligence,cybersecurity,employee training,human factor security,insurance,security awareness,threat detection,threat management",0,0,Beginner ? Course ? 1 - 4 Weeks
95,Introduction to Cybersecurity for Business,University of Colorado System,"authentication,computer security awareness training,cybersecurity,data security,encryption,enterprise security,network security,risk management,security awareness,vulnerability assessment",0,0,Beginner ? Course ? 1 - 3 Months
96,Managing Cybersecurity Incidents and Disasters,Kennesaw State University,"business continuity,business risk management,computer security incident management,contingency planning,crisis management,cyber attack,cybersecurity,data management,disaster recovery,incident response,risk analysis,security management",0,0,Beginner ? Course ? 1 - 3 Months
97,Homeland Security and Cybersecurity Future,University of Colorado System,"cyber attack,cyber governance,cyber operation,cyber risk,cyber security policy,cyber security strategy,cybersecurity,incident response,infrastructure security,legal risk,risk management framework,technology solution",0,0,Beginner ? Course ? 1 - 4 Weeks
98,Palo Alto Networks Cybersecurity Foundation,Palo Alto Networks,"cloud computing,cloud security,cryptography,cyber threat intelligence,cybersecurity,endpoint security,enterprise security,firewall,malware protection,network security,security control,software service,threat detection,zero trust network access",0,0,Intermediate ? Course ? 1 - 3 Months
