id_no,title,organization,skills,ratings,review_counts,metadata
13,Microsoft Azure Security Engineer Associate (AZ-500),Microsoft,"active directory,application security,azure active directory,cloud security,continuous monitoring,cyber governance,data security,data storage,database architecture administration,infrastructure security,kubernetes,microsoft azure,multifactor authentication,network security,rolebased access control rbac,security strategy,system monitoring,threat modeling,virtual machine,web application",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
14,Introduction to Cybersecurity Tools & Cyberattacks,IBM,"authentication,authorization computing,computer security incident management,cyber attack,cybersecurity,distributed denialofservice ddos attack,identity access management,incident response,infrastructure security,malware protection,multifactor authentication,network security,security awareness,security control,threat detection,threat management",0,0,Beginner ? Course ? 1 - 3 Months
15,Network Security,ISC2,"cloud computing,computer networking,cyber attack,cybersecurity,data center,encryption,firewall,general networking,infrastructure security,network planning design,network protocol,network security,tcpip,threat detection,threat management",0,0,Beginner ? Course ? 1 - 3 Months
16,IBM Full Stack Software Developer,IBM,"application deployment,cascading style sheet cs,cloud computing,cloud computing architecture,cloud service,django web framework,engineering software,flask web framework,fullstack web development,git version control system,istio,jupyter,kubernetes,node,objectrelational mapping,prompt engineering,react redux,sdlc,server side,software architecture",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
17,Data Security,Cisco Learning and Certifications,"continuous monitoring,cryptography,cybersecurity,data security,encryption,event monitoring,incident response,intrusion detection prevention,key management,network analysis,network monitoring,network security,security information event management siem,threat detection",0,0,Mixed ? Course ? 1 - 4 Weeks
18,Network Security,Cisco Learning and Certifications,"authentication,authorization computing,distributed denialofservice ddos attack,firewall,infrastructure security,intrusion detection prevention,load balancing,malware protection,network administration,network infrastructure,network monitoring,network protocol,network security,security control,tcpip,web application",0,0,Mixed ? Course ? 1 - 4 Weeks
19,Introduction to Cybersecurity Fundamentals,Coursera Instructor Network,"computer security awareness training,cyber attack,cybersecurity,data security,email security,malware protection,mitigation,personally identifiable information,security awareness,threat management",0,0,Beginner ? Course ? 1 - 4 Weeks
20,IBM Data Management,IBM,"business analysis,dashboard,data architecture,data governance,data literacy,data management,data migration,data security,data store,data storytelling,data visualization,data warehouse,database,database design,descriptive statistic,excel formula,extract,load,relational database,sql,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
21,Preparing for Google Cloud Certification: Cloud Security Engineer,Google Cloud,"application performance management,cloud computing architecture,cloud infrastructure,cloud security,containerization,data loss prevention,distributed denialofservice ddos attack,google cloud platform,identity access management,kubernetes,load balancing,network architecture,network monitoring,network routing,network security,oauth,prompt engineering,rolebased access control rbac,system monitoring,virtual private network vpn",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
22,Security & Safety Challenges in a Globalized World,Universiteit Leiden,"cybersecurity,environmental issue,governance,incident management,international relation,public safety national security,risk management framework,safety security,security management,threat management",0,0,Beginner ? Course ? 1 - 3 Months
23,Cyber Security Fundamentals,University of London,"computer security,cryptography,cyber risk,cyber security policy,cybersecurity,data integrity,encryption,incident response,information assurance,information system security,key management,security management,threat management",0,0,Beginner ? Course ? 1 - 4 Weeks
24,International Cyber Conflicts,The State University of New York,"compliance,conflict management,cyber governance,cyber operation,cyber security policy,cyber threat intelligence,cybersecurity,international relation,law,medium communication,network infrastructure,political science,psychology,regulation,security management",0,0,Mixed ? Course ? 1 - 3 Months
25,Foundations of Information Security and Incident Handling,Packt,"computer security awareness training,computer security incident management,continuous monitoring,cyber security policy,disaster recovery,incident management,incident response,information assurance,risk management,risk management framework,security control,security management,technical communication,threat management,vulnerability assessment,vulnerability management",0,0,Intermediate ? Course ? 1 - 4 Weeks
26,Computer Networks and Network Security,IBM,"cybersecurity,data loss prevention,dynamic host configuration protocol dhcp,endpoint detection response,endpoint security,firewall,general networking,information system security,intrusion detection prevention,local area network,network analysis,network infrastructure,network planning design,network protocol,network routing,network security,networking hardware,security information event management siem,tcpip,wireless network",0,0,Intermediate ? Course ? 1 - 3 Months
27,Certified in Cybersecurity,ISC2,"authorization computing,business continuity,computer security awareness training,computer security incident management,configuration management,cyber attack,cybersecurity,data security,disaster recovery,encryption,event monitoring,governance,incident response,information assurance,infrastructure security,network security,risk management framework,rolebased access control rbac,security control,security management",0,0,Beginner ? Specialization ? 3 - 6 Months
28,Information? ?Systems,University of Minnesota,"business requirement,business system,business system analysis,change management,cloud computing,cloud service,critical thinking,cybersecurity,enterprise architecture,enterprise resource planning,information technology,management,organizational change,process flow diagram,project management,requirement analysis,system analysis,system implementation,technology strategy,user requirement document",0,0,Beginner ? Specialization ? 3 - 6 Months
29,Microsoft Cybersecurity Analyst,Microsoft,"active directory,authentication,azure active directory,business software,cloud computing,cloud security,computer security incident management,computer system,cybersecurity,data management,encryption,mitre attck framework,network security,penetration testing,security information event management siem,security testing,system testing,threat management,threat modeling,vulnerability scanning",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
30,Google IT Support,Google,"applicant tracking system,application security,cloud infrastructure,computer hardware,computer networking,computer security,desktop support,file system,information system security,infrastructure,interviewing skill,microsoft window,network architecture,network security,network troubleshooting,package software management,professional development,system administration,tcpip,technical support",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
31,Google UX Design,Google,"applicant tracking system,design research,design review,design thinking,figma design software,ideation,information architecture,interviewing skill,presentation,responsive web design,storyboarding,uiux research,usability,usability testing,user research,user story,ux design,web design,wireframing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
32,Information Technology (IT) Fundamentals for Everyone,IBM,"cloud computing,computer hardware,computer networking,computer security awareness training,cybersecurity,data storage,database software,hardware troubleshooting,information technology,infrastructure,network troubleshooting,operating system,project management,software installation,technical support service",0,0,Beginner ? Course ? 1 - 3 Months
33,Google Project Management:,Google,"agile project management,applicant tracking system,backlog,change management,continuous improvement process,interviewing skill,milestone project management,project closure,project control,project documentation,project management,project management life cycle,project scoping,quality assessment,quality management,requirement analysis,sprint retrospective,stakeholder management,team management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
34,Google Digital Marketing & E-commerce,Google,"ab testing,applicant tracking system,campaign management,customer experience strategy cx,customer relationship management,data storytelling,ecommerce,email marketing,google ad,interviewing skill,loyalty program,marketing,medium planning,order fulfillment,search engine marketing,search engine optimization,social medium management,social medium marketing,social medium strategy,spreadsheet software",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
35,Cybersecurity Fundamentals,IBM,"advanced encryption standard aes,computer security incident management,cryptographic protocol,cryptography,cyber attack,cyber security strategy,cybersecurity,data encryption standard,data security,encryption,endpoint security,hardening,identity access management,information technology,network security,public key infrastructure,secure coding,security awareness,technical support service,threat detection",0,0,Beginner ? Specialization ? 3 - 6 Months
36,IBM Data Science,IBM,"dashboard,data analysis,data literacy,data mining,data visualization,data visualization software,data wrangling,exploratory data analysis,generative ai,interactive data visualization,jupyter,matplotlib,plotly,predictive modeling,professional networking,regression analysis,scikit learn machine learning library,sql,supervised learning,unsupervised learning",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
37,Application Security for Developers and DevOps Professionals,IBM,"application performance management,application security,continuous monitoring,data security,development environment,devsecops,open web application security project owasp,sdlc,secure coding,security testing,system monitoring,threat modeling,vulnerability assessment,vulnerability scanning",0,0,Intermediate ? Course ? 1 - 4 Weeks
38,Google Cloud Cybersecurity,Google Cloud,"cloud security,cloud storage,computer security incident management,continuous monitoring,cyber threat hunting,cybersecurity,data security,devsecops,disaster recovery,event monitoring,generative ai,google cloud platform,identity access management,incident management,incident response,intrusion detection prevention,large language modeling,risk management framework,threat management,vulnerability management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
39,Google IT Automation with Python,Google,"applicant tracking system,automation,bash scripting language,cicd,cloud computing,cloud service,configuration management,debugging,docker software,git version control system,github,infrastructure code iac,interviewing skill,programming principle,puppet configuration management tool,python,technical communication,unit testing,version control,web service",0,0,Advanced ? Professional Certificate ? 3 - 6 Months
40,IBM Data Analyst,IBM,"big data,dashboard,data analysis,data storytelling,data visualization,data visualization software,data wrangling,excel formula,exploratory data analysis,generative ai,ibm cognos analytics,interactive data visualization,jupyter,matplotlib,microsoft excel,plotly,predictive modeling,professional networking,python,sql",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
41,IBM Data Engineering,IBM,"apache airflow,apache hadoop,apache spark,data analysis,data science,data store,data warehouse,database administration,database design,extract,generative ai,ibm cognos analytics,jupyter,linux command,load,nosql,professional networking,python,sql,transform,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
42,Technical Support Fundamentals,Google,"computer architecture,computer hardware,computer networking,customer support,desktop support,end user training support,hardware troubleshooting,help desk support,information technology,linux,microsoft window,software documentation,software installation,technical communication,technical documentation,technical support",0,0,Beginner ? Course ? 1 - 3 Months
43,What is Data Science? ,IBM,"artificial intelligence,big data,cloud computing,data analysis,data literacy,data mining,data science,datadriven decisionmaking,deep learning,digital transformation,machine learning",0,0,Beginner ? Course ? 1 - 4 Weeks
44,IBM AI Product Manager,IBM,"artificial intelligence,chatgpt,commercialization,competitive analysis,generative ai,innovation,new product development,openai,product development,product lifecycle management,product management,product planning,product roadmaps,product strategy,product testing,project management life cycle,prompt engineering,sales,stakeholder engagement,stakeholder management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
45,Excel Skills for Business,Macquarie University,"business intelligence software,business reporting,consolidation,dashboard,data analysis expression dax,data cleansing,data entry,data integrity,data modeling,data validation,data visualization,excel formula,excel macro,finance,financial analysis,financial forecasting,microsoft excel,productivity software,spreadsheet software,workflow management",0,0,Beginner ? Specialization ? 3 - 6 Months
46,Introduction to Finance and Accounting,University of Pennsylvania,"accounting,accrual accounting,balance sheet,business valuation,capital budgeting,cash flow,corporate finance,equity,finance,financial accounting,financial analysis,financial planning,financial reporting,financial statement,financial statement analysis,income statement,return investment,tax planning,working capital",0,0,Beginner ? Specialization ? 3 - 6 Months
47,Connect and Protect: Networks and Network Security,Google,"cloud computing,cloud security,computer networking,cybersecurity,encryption,firewall,hardening,intrusion detection prevention,network architecture,network infrastructure,network protocol,network security,tcpip,virtual private network vpn,vulnerability assessment",0,0,Beginner ? Course ? 1 - 4 Weeks
48,Crash Course on Python,Google,"algorithm,computational thinking,computer programming,data structure,debugging,development environment,integrated development environment,problem management,programming principle,python",0,0,Beginner ? Course ? 1 - 3 Months
49,Introduction to Generative AI Learning Path,Google Cloud,"accountability,application development,artificial intelligence,artificial intelligence machine learning aiml,business ethic,compliance training,corporate strategy,data ethic,decision making,ethical standard conduct,generative ai,google cloud platform,governance,large language modeling,machine learning method,organizational effectiveness,prompt engineering",0,0,Intermediate ? Specialization ? 1 - 3 Months
50,IBM Generative AI Engineering,IBM,"applied machine learning,chatgpt,data analysis,data wrangling,deep learning,exploratory data analysis,flask web framework,generative ai,generative ai agent,jupyter,kera neural network library,large language modeling,predictive modeling,prompt engineering,pytorch machine learning library,regression analysis,scikit learn machine learning library,supervised learning,unit testing,unsupervised learning",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
51,Introduction to Cyber Security,New York University,"authentication,computer security,cryptography,cyber attack,cyber risk,cyber security policy,cyber security strategy,cybersecurity,data encryption standard,distributed denialofservice ddos attack,enterprise security,firewall,infrastructure security,mobile security,network architecture,network security,public key infrastructure,security control,security engineering,threat modeling",0,0,Beginner ? Specialization ? 3 - 6 Months
52,Google Data Analytics,Google,"applicant tracking system,data analysis,data cleansing,data ethic,data literacy,data presentation,data storytelling,data validation,data visualization,data visualization software,ggplot2,interactive data visualization,interviewing skill,linkedin,presentation,rmarkdown,sampling statistic,spreadsheet software,stakeholder communication,tableau",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
53,Play It Safe: Manage Security Risks,Google,"auditing,business risk management,continuous monitoring,cybersecurity,enterprise security,incident response,information assurance,information system security,open web application security project owasp,risk analysis,risk management,risk management framework,security control,security information event management siem,threat detection,threat management,vulnerability management",0,0,Beginner ? Course ? 1 - 4 Weeks
54,IBM Business Intelligence (BI) Analyst,IBM,"business analysis,dashboard,data analysis,data cleansing,data collection,data mining,data storytelling,data visualization,data visualization software,data warehouse,data wrangling,database design,descriptive statistic,excel formula,extract,ibm db2,load,presentation,sql,tableau,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
55,The Bits and Bytes of Computer Networking,Google,"computer networking,data integrity,dynamic host configuration protocol dhcp,network architecture,network infrastructure,network model,network protocol,network routing,network security,network troubleshooting,osi model,tcpip,virtual private network vpn,wireless network",0,0,Beginner ? Course ? 1 - 3 Months
56,Data Science Fundamentals with Python and SQL,IBM,"computer programming tool,dashboard,data analysis,data analysis software,data science,data structure,data visualization,data visualization software,descriptive statistic,jupyter,panda python package,probability distribution,python,regression analysis,relational database,sql,statistic,statistical analysis,statistical hypothesis testing,stored procedure",0,0,Beginner ? Specialization ? 3 - 6 Months
57,IBM DevOps and Software Engineering,IBM,"agile software development,application deployment,application development,cicd,cloud computing architecture,devops,flask web framework,gherkin scripting language,git version control system,grafana,istio,jenkins,jupyter,linux command,open web application security project owasp,sdlc,software architecture,software engineering,test driven development tdd",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
58,"Foundations: Data, Data, Everywhere",Google,"analytical skill,data analysis,data cleansing,data ethic,data management,data processing,data sharing,data visualization,data visualization software,datadriven decisionmaking,google sheet,spreadsheet software,sql",0,0,Beginner ? Course ? 1 - 4 Weeks
59,Information Technology (IT) and Cloud Fundamentals,IBM,"cloud application,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,cloud storage,computer hardware,computing platform,cyber attack,cybersecurity,database,database management,general networking,information technology,network protocol,peripheral device,sdlc,security awareness,technical support",0,0,Beginner ? Specialization ? 3 - 6 Months
60,Key Technologies for Business,IBM,"big data,business,chatgpt,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,cloud storage,computer science,data analysis,data governance,data literacy,data mining,data science,emerging technology,generative ai,infrastructure service iaa,nlp,software service",0,0,Beginner ? Specialization ? 3 - 6 Months
61,IBM & Darden Digital Strategy,IBM,"apache hadoop,big data,business strategy,business transformation,chatgpt,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,cloud storage,competitive analysis,data analysis,data science,digital transformation,generative ai,product lifecycle management,statistical analysis,strategic decisionmaking,strategic thinking",0,0,Beginner ? Specialization ? 3 - 6 Months
62,Health Information Technology Fundamentals,Johns Hopkins University,"authentication,change control,clinical data management,data management,database,decision support system,electronic medical record,end user training support,health information management,health technology,patient registration,technical support",0,0,Mixed ? Course ? 1 - 4 Weeks
63,Data Science Foundations,Multiple educators,"algorithm,computer programming tool,correlation analysis,dashboard,data literacy,data mining,data science,data visualization software,jupyter,machine learning,machine learning algorithm,numpy,panda python package,predictive modeling,probability statistic,project management,pseudocode,python,unsupervised learning,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
64,Security in Google Cloud,Google Cloud,"application deployment,application development,application security,cloud computing,cloud infrastructure,cloud security,cloud service,cloud storage,containerization,data loss prevention,data security,distributed denialofservice ddos attack,google cloud platform,identity access management,kubernetes,oauth,prompt engineering,security control,threat management,virtual machine",0,0,Intermediate ? Specialization ? 3 - 6 Months
65,Mindware: Critical Thinking for the Information Age ,University of Michigan,"adaptability,analytical skill,behavioral economics,correlation analysis,critical thinking,data analysis,decision making,experimentation,probability,regression analysis,research design,statistical inference",0,0,Beginner ? Course ? 1 - 3 Months
66,IBM Back-End Development,IBM,"application deployment,bash scripting language,django web framework,flask web framework,git version control system,grafana,istio,jupyter,kubernetes,linux command,microservices,mongodb,nosql,objectrelational mapping,open web application security project owasp,openshift,python,sdlc,shell script,software architecture",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
67,International Security Management,Erasmus University Rotterdam,"cultural diversity,cybersecurity,economics,governance,intelligence collection analysis,international relation,policy,public safety national security,risk management,safety security,security management,social study",0,0,Beginner ? Course ? 1 - 3 Months
68,Introduction to Data Science,IBM,"big data,business analysis,cloud computing,computer programming tool,data analysis software,data cleansing,data literacy,data mining,data modeling,data science,database,github,jupyter,peer review,python,query language,relational database,software development tool,sql,stored procedure",0,0,Beginner ? Specialization ? 3 - 6 Months
69,Career Success,"University of California, Irvine","business correspondence,business planning,business writing,cash management,communication,communication strategy,creative problemsolving,delegation skill,entrepreneurship,feasibility study,goal setting,leadership,negotiation,planning,problem solving,project control,project management,team performance management,time management",0,0,Beginner ? Specialization ? 3 - 6 Months
70,Information Security Fundamentals,EC-Council,"computer security,cryptography,cyber attack,cyber security policy,cybersecurity,encryption,general data protection regulation gdpr,human factor security,information system,infrastructure security,isoiec 27001,network security,risk management framework,security awareness,security control,system development life cycle,threat detection,vulnerability assessment",0,0,Beginner ? Course ? 1 - 3 Months
71,Data Engineering Foundations,IBM,"big data,data architecture,data governance,data pipeline,data store,data structure,data transformation,data warehouse,database,database design,database management system,extract,ibm db2,jupyter,load,python,relational database,sql,stored procedure,transform,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
72,IBM Data Analytics with Excel and R,IBM,"big data,dashboard,data analysis,data manipulation,data mining,data presentation,data storytelling,data visualization,data visualization software,data wrangling,database design,excel formula,exploratory data analysis,ggplot2,ibm cognos analytics,interactive data visualization,microsoft excel,relational database,shiny r package,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
73,Information Security Awareness,LearnKartS,"computer security awareness training,cyber attack,cybersecurity,data ethic,data management,data security,data sharing,email security,malware protection,multifactor authentication,personally identifiable information,safety culture,security awareness,shared medium,user account",0,0,Beginner ? Course ? 1 - 4 Weeks
74,Academic Information Seeking,University of Copenhagen,"data collection,document management,information management,intellectual property,investigation,record keeping,research",0,0,Mixed ? Course ? 1 - 4 Weeks
75,Prepare Data for Exploration,Google,"data analysis,data collection,data ethic,data literacy,data management,data processing,data quality,data security,data storage,database,google sheet,relational database,sql,unstructured data",0,0,Beginner ? Course ? 1 - 3 Months
76,Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,"adaptability,creativity,learning strategy,lifelong learning,productivity,selfawareness,selfdiscipline,stress management,time management,willingness learn",0,0,Beginner ? Course ? 1 - 4 Weeks
77,Preparing for Google Cloud Certification: Cloud Engineer,Google Cloud,"application deployment,cloud computing,cloud computing architecture,cloud engineering,cloud infrastructure,cloud management,cloud service,cloud storage,containerization,data storage technology,docker software,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,network infrastructure,prompt engineering,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
78,IBM AI Foundations for Business,IBM,"big data,business strategy,chatgpt,cloud computing,computer science,data analysis,data architecture,data governance,data literacy,data mining,data science,data strategy,datadriven decisionmaking,digital transformation,enterprise architecture,generative ai,information architecture,leadership,nlp,strategic decisionmaking",0,0,Beginner ? Specialization ? 1 - 3 Months
79,Systems and Application Security,ISC2,"application security,cloud computing,cloud security,cybersecurity,encryption,endpoint security,human factor security,information system security,intrusion detection prevention,malware protection,mobile security,threat detection,virtual machine,virtualization",0,0,Beginner ? Course ? 1 - 4 Weeks
80,Ask Questions to Make Data-Driven Decisions,Google,"analytical skill,business analysis,dashboard,data analysis,data presentation,datadriven decisionmaking,expectation management,problem solving,quantitative research,spreadsheet software,stakeholder communication",0,0,Beginner ? Course ? 1 - 4 Weeks
81,"BI Foundations with SQL, ETL and Data Warehousing",IBM,"apache airflow,apache kafka,bash scripting language,business analysis,dashboard,data pipeline,data visualization,data warehouse,database,extract,file management,ibm cognos analytics,ibm db2,linux command,load,relational database,shell script,sql,star schema,stored procedure,transform,unix shell",0,0,Beginner ? Specialization ? 3 - 6 Months
82,Data Analysis and Visualization Foundations,IBM,"apache hadoop,apache hive,apache spark,big data,dashboard,data analysis,data cleansing,data mining,data quality,data science,data storytelling,data visualization,data visualization software,data warehouse,excel formula,ibm cognos analytics,microsoft excel,scatter plot,statistical analysis,tree map",0,0,Beginner ? Specialization ? 3 - 6 Months
83,Preparing for Google Cloud Certification: Cloud Developer,Google Cloud,"application deployment,application development,cicd,cloud application,cloud computing,cloud development,cloud infrastructure,cloud service,cloud storage,containerization,debugging,docker software,generative ai,google cloud platform,identity access management,kubernetes,microservices,prompt engineering,serverless computing,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
84,IBM Relational Database Administrator,IBM,"apache airflow,apache kafka,bash scripting language,data engineering,data pipeline,data security,data store,data warehouse,database administration,database architecture administration,database design,database management,extract,generative ai,jupyter,linux command,load,shell script,sql,transform,web scraping",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
85,Introduction to Information Technology and AWS Cloud,Amazon Web Services,"amazon elastic compute cloud,amazon s3,amazon web service,cloud computing,cloud service,computer system,data analysis,data center,general networking,hypertext markup language html,information technology,infrastructure,operating system,project management,public cloud,server,virtualization,web application,web development,web server",0,0,Beginner ? Course ? 1 - 4 Weeks
86,Blockchain Security,Infosec,"algorithm,application security,blockchain,cryptography,cybersecurity,data integrity,distributed computing,encryption,network security,scalability,secure coding,threat modeling,vulnerability assessment",0,0,Beginner ? Course ? 1 - 3 Months
87,Google Cloud Database Engineer,Google Cloud,"application deployment,cloud application,cloud computing architecture,cloud infrastructure,cloud security,cloud service,cloud storage,containerization,data migration,database administration,database architecture administration,database management,generative ai,google cloud platform,identity access management,kubernetes,operational database,prompt engineering,sql",0,0,Intermediate ? Specialization ? 3 - 6 Months
88,Applied Data Science,IBM,"dashboard,data analysis,data importexport,data presentation,data science,data structure,data visualization,data visualization software,data wrangling,exploratory data analysis,interactive data visualization,jupyter,machine learning,matplotlib,panda python package,plotly,predictive modeling,python,seaborn,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
89,Information Theory,The Chinese University of Hong Kong,"algorithm,digital communication,general mathematics,information management,probability,probability distribution,technical communication,telecommunication,theoretical computer science",0,0,Mixed ? Course ? 3 - 6 Months
90,Architecting with Google Compute Engine,Google Cloud,"application deployment,cicd,cloud computing,cloud computing architecture,cloud infrastructure,cloud security,cloud service,cloud storage,containerization,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,microservices,prompt engineering,service level,service level agreement,virtual machine",0,0,Intermediate ? Specialization ? 3 - 6 Months
91,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,"application deployment,cicd,cloud computing,cloud computing architecture,cloud infrastructure,cloud management,cloud security,cloud service,cloud storage,containerization,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,process analysis,prompt engineering,service level agreement,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
92,Web Design: Strategy and Information Architecture,California Institute of the Arts,"agile methodology,information architecture,mockups,persona user experience,target audience,uiux strategy,usability testing,user research,ux design,waterfall methodology,web design,wireframing",0,0,Intermediate ? Course ? 1 - 3 Months
93,"Healthcare Data Security, Privacy, and Compliance",Johns Hopkins University,"cloud computing,cloud security,cryptography,cyber attack,data security,encryption,health care,health care procedure regulation,health information management,health policy,information privacy,medical privacy,patient safety,personally identifiable information,regulatory compliance,security awareness",0,0,Beginner ? Course ? 1 - 4 Weeks
94,Text Retrieval and Search Engines,University of Illinois Urbana-Champaign,"big data,data mining,information architecture,machine learning,nlp,probability statistic,statistical method,text mining,unstructured data,web analytics seo",0,0,Mixed ? Course ? 1 - 3 Months
95,Hardware Security,"University of Maryland, College Park","application specific integrated circuit,authentication,computational logic,computer hardware,cryptography,cybersecurity,emerging technology,encryption,hardware architecture,hardware design,security engineering,system design implementation,threat detection,threat modeling",0,0,Mixed ? Course ? 1 - 3 Months
96,Applied Cryptography & Information Security,Macquarie University,"advanced encryption standard aes,authentication,blockchain,cryptography,cybersecurity,data encryption standard,data security,emerging technology,encryption,hardware architecture,intellectual property,network security,public key infrastructure,security engineering,security management,virtual private network vpn,wireless network",0,0,Beginner ? Course ? 1 - 3 Months
97,Information Theory,The Chinese University of Hong Kong,"algorithm,digital communication,general mathematics,information management,probability,probability distribution,technical communication,telecommunication,theoretical computer science",0,0,Mixed ? Course ? 3 - 6 Months
98,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,"application deployment,cicd,cloud computing,cloud computing architecture,cloud infrastructure,cloud management,cloud security,cloud service,cloud storage,containerization,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,process analysis,prompt engineering,service level agreement,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
