id_no,title,organization,skills,ratings,review_counts,metadata
11,Unilever Supply Chain Data Analyst,Unilever,"data analysis,data analysis software,data governance,data lake,data management,data storytelling,data visualization,data visualization software,demand planning,descriptive analytics,forecasting,predictive analytics,presentation,problem solving,process improvement,real time data,supply chain,supply chain management,supply chain planning,supply chain system",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
12,Introduction to Data Analysis using Microsoft Excel,Coursera Project Network,"data analysis,data manipulation,data mining,excel formula,microsoft excel,pivot table chart,spreadsheet software",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
13,Microsoft Data Visualization,Microsoft,"business analysis,correlation analysis,dashboard,data analysis,data analysis expression dax,data architecture,data cleansing,data ethic,data governance,data modeling,data presentation,data storytelling,data transformation,data visualization,data visualization software,database design,extract,interactive data visualization,load,powerbi,statistical analysis,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
14,Data Analysis and Visualization with Power BI,Microsoft,"advanced analytics,business analysis,business reporting,dashboard,data analysis,data presentation,data storytelling,data visualization,data visualization software,interactive data visualization,key performance indicator kpis,powerbi,statistical reporting,web content accessibility guideline",0,0,Beginner ? Course ? 1 - 3 Months
15,Google Cloud Data Analytics,Google Cloud,"cloud computing,cloud infrastructure,cloud storage,dashboard,data analysis,data architecture,data cleansing,data ethic,data governance,data lake,data management,data pipeline,data presentation,data storytelling,data transformation,data visualization,data visualization software,database management,generative ai,google cloud platform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
16,From Excel to Power BI,Knowledge Accelerators,"business analysis,business analytics,dashboard,data analysis,data analysis expression dax,data importexport,data manipulation,data modeling,data presentation,data sharing,data visualization,data visualization software,datadriven decisionmaking,interactive data visualization,microsoft excel,microsoft power platform,powerbi",0,0,Beginner ? Course ? 1 - 4 Weeks
17,IBM Data Analytics with Excel and R,IBM,"big data,dashboard,data analysis,data manipulation,data mining,data presentation,data storytelling,data visualization,data visualization software,data wrangling,database design,excel formula,exploratory data analysis,ggplot2,ibm cognos analytics,interactive data visualization,microsoft excel,relational database,shiny r package,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
18,DeepLearning.AI Data Analytics,DeepLearning.AI,"dashboard,data analysis,data literacy,data presentation,data storytelling,data validation,data visualization,data visualization software,descriptive statistic,extract,google sheet,large language modeling,load,panda python package,probability statistic,spreadsheet software,statistic,statistical analysis,tableau,time series analysis forecasting,transform,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
19,Business Analytics ,Campus BBVA,"big data,business analysis,business analytics,dashboard,data analysis,data quality,data storytelling,datadriven decisionmaking,descriptive statistic,exploratory data analysis,job analysis,probability statistic,project management life cycle,statistical inference",0,0,Beginner ? Course ? 1 - 3 Months
20,IBM Data Science,IBM,"dashboard,data analysis,data literacy,data mining,data visualization,data visualization software,data wrangling,exploratory data analysis,generative ai,interactive data visualization,jupyter,matplotlib,plotly,predictive modeling,professional networking,regression analysis,scikit learn machine learning library,sql,supervised learning,unsupervised learning",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
21,Perform exploratory data analysis on retail data with Python,Coursera Project Network,"analytical skill,business analytics,customer analysis,data analysis,data cleansing,data manipulation,data visualization,datadriven decisionmaking,descriptive statistic,exploratory data analysis,jupyter,matplotlib,panda python package,python,statistical analysis,trend analysis",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
22,Microsoft Business Analyst,Microsoft,"business analysis,business process modeling,business requirement,data analysis,data modeling,excel formula,microsoft excel,microsoft power automateflow,microsoft power platform,microsoft visio,pivot table chart,powerbi,process flow diagram,quality management,requirement analysis,requirement elicitation,scrum software development,sdlc,stakeholder management,user story",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
23,Databases and SQL for Data Science with Python,IBM,"data analysis,data manipulation,database,jupyter,panda python package,python,query language,relational database,sql,stored procedure,transaction processing",0,0,Beginner ? Course ? 1 - 3 Months
24,Scrape and analyze data analyst job requirements with Python,Coursera Project Network,"data analysis,data capture,data cleansing,data importexport,data manipulation,data presentation,data transformation,data visualization,exploratory data analysis,jupyter,python,scripting,web scraping",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
25,Google Data Analytics Capstone: Complete a Case Study,Google,"analytical skill,artificial intelligence,business analytics,data analysis,data cleansing,data processing,data visualization,data visualization software,interviewing skill,linkedin,portfolio management,presentation,research report,spreadsheet software",0,0,Beginner ? Course ? 1 - 4 Weeks
26,Power BI Data Analyst Prep,SkillUp EdTech,"analytics,dashboard,data analysis,data analysis expression dax,data cleansing,data importexport,data modeling,data security,data storytelling,data transformation,data visualization,data visualization software,interactive data visualization,powerbi,star schema",0,0,Beginner ? Course ? 1 - 4 Weeks
27,IBM Business Analyst,IBM,"analytical skills,business analysis,business analytics,business process modeling,business requirement,data storytelling,data visualization,excel formula,microsoft excel,process optimization,project scoping,prompt engineering,requirement elicitation,requirement management,risk analysis,risk management,risk mitigation,stakeholder engagement,stakeholder management,work breakdown structure",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
28,Google Business Intelligence,Google,"applicant tracking system,business analysis,business analytics,business process,dashboard,data analysis,data integration,data modeling,data pipeline,data visualization,data warehouse,database design,database system,extract,interviewing skill,load,professional development,sql,stakeholder engagement,tableau,transform",0,0,Advanced ? Professional Certificate ? 3 - 6 Months
29,Data Analysis with R Programming,Google,"data analysis,data cleansing,data importexport,data manipulation,data structure,data visualization,data visualization software,ggplot2,package software management,r,rmarkdown,statistical programming,tidyverse r package",0,0,Beginner ? Course ? 1 - 3 Months
30,Google Digital Marketing & E-commerce,Google,"ab testing,applicant tracking system,campaign management,customer experience strategy cx,customer relationship management,data storytelling,ecommerce,email marketing,google ad,interviewing skill,loyalty program,marketing,medium planning,order fulfillment,search engine marketing,search engine optimization,social medium management,social medium marketing,social medium strategy,spreadsheet software",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
31,Tableau Business Intelligence Analyst,Tableau Learning Partner,"business analysis,business metric,dashboard,data analysis,data ethic,data governance,data literacy,data management,data presentation,data quality,data storytelling,data visualization,data visualization software,data warehouse,exploratory data analysis,extract,load,requirement elicitation,spatial data analysis,statistical visualization,tableau,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
32,Excel Skills for Data Analytics and Visualization,Macquarie University,"dashboard,data analysis,data analysis expression dax,data analysis software,data cleansing,data manipulation,data modeling,data storytelling,data transformation,data validation,data visualization,data visualization software,excel formula,excel macro,infographics,interactive data visualization,microsoft excel,pivot table chart,powerbi,spreadsheet software",0,0,Intermediate ? Specialization ? 3 - 6 Months
33,Data Visualization with Python,IBM,"box plot,dashboard,data analysis,data presentation,data visualization,data visualization software,geospatial information technology,heat map,histogram,interactive data visualization,matplotlib,panda python package,plotly,python,scatter plot,seaborn",0,0,Intermediate ? Course ? 1 - 3 Months
34,Tableau Data Analyst Certification Preparation,SkillUp EdTech,"business analysis,dashboard,data analysis,data analysis expression dax,data cleansing,data importexport,data integration,data manipulation,data presentation,data quality,data sharing,data storytelling,data transformation,data visualization,data visualization software,interactive data visualization,peer review,presentation,real time data,tableau",0,0,Advanced ? Specialization ? 3 - 6 Months
35,Data Analysis and Visualization Foundations,IBM,"apache hadoop,apache hive,apache spark,big data,dashboard,data analysis,data cleansing,data mining,data quality,data science,data storytelling,data visualization,data visualization software,data warehouse,excel formula,ibm cognos analytics,microsoft excel,scatter plot,statistical analysis,tree map",0,0,Beginner ? Specialization ? 3 - 6 Months
36,Business Analytics,University of Pennsylvania,"analytics,business analysis,business analytics,customer analysis,customer insight,data analysis,datadriven decisionmaking,demand planning,descriptive analytics,financial analysis,financial data,financial forecasting,financial statement analysis,human resource strategy,marketing analytics,peer review,people analytics,predictive analytics,talent management,workforce planning",0,0,Beginner ? Specialization ? 3 - 6 Months
37,Data Science Fundamentals with Python and SQL,IBM,"computer programming tool,dashboard,data analysis,data analysis software,data science,data structure,data visualization,data visualization software,descriptive statistic,jupyter,panda python package,probability distribution,python,regression analysis,relational database,sql,statistic,statistical analysis,statistical hypothesis testing,stored procedure",0,0,Beginner ? Specialization ? 3 - 6 Months
38,Google Cybersecurity,Google,"bash scripting language,cloud security,computer security incident management,cyber attack,cyber threat intelligence,cybersecurity,debugging,hardening,incident response,interviewing skill,intrusion detection prevention,linux,network protocol,network security,python,sql,threat management,threat modeling,vulnerability assessment,vulnerability management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
39,Generative AI Data Analyst,Vanderbilt University,"artificial intelligence,chatgpt,data analysis,data cleansing,data importexport,data integration,data presentation,data storytelling,data synthesis,data visualization,database,document management,generative ai,infographics,large language modeling,microsoft excel,productivity,prompt engineering,sql,statistical reporting",0,0,Beginner ? Specialization ? 3 - 6 Months
40,Data Analysis with R,Duke University,"bayesian statistic,correlation analysis,data analysis,data analysis software,data visualization,exploratory data analysis,probability,probability distribution,probability statistic,r,regression analysis,sampling statistic,statistic,statistical analysis,statistical hypothesis testing,statistical inference,statistical method,statistical reporting,statistical software",0,0,Beginner ? Specialization ? 3 - 6 Months
41,Data Analysis and Presentation Skills: the PwC Approach,PwC,"analytics,big data,business analysis,business analytics,consulting,customer analysis,dashboard,data analysis,data cleansing,data literacy,data presentation,data storytelling,data visualization,data visualization software,datadriven decisionmaking,excel formula,microsoft excel,microsoft powerpoint,presentation,target market",0,0,Beginner ? Specialization ? 3 - 6 Months
42,Preparing  Data for Analysis with Microsoft Excel,Microsoft,"data analysis,data cleansing,data management,data manipulation,excel formula,microsoft excel,powerbi,productivity software,spreadsheet software",0,0,Beginner ? Course ? 1 - 4 Weeks
43,Financial Analysis - Skills for Success,University of Illinois Urbana-Champaign,"accounting,balance sheet,budgeting,business valuation,cash flow forecasting,cost management,finance,financial accounting,financial analysis,financial data,financial forecasting,financial management,financial statement,financial statement analysis,income statement,management accounting,performance measurement,return investment,revenue forecasting,variance analysis",0,0,Beginner ? Specialization ? 1 - 3 Months
44,Data Science Math Skills,Duke University,"algebra,arithmetic,bayesian statistic,calculus,data analysis,data science,derivative,general mathematics,geometry,graphing,plot graphic,probability",0,0,Beginner ? Course ? 1 - 3 Months
45,Generative AI for Data Analysts,IBM,"analytics,artificial intelligence,artificial intelligence machine learning aiml,chatgpt,content writing,dashboard,data analysis,data ethic,data storytelling,data visualization software,generative ai,ibm cloud,image analysis,large language modeling,openai,program development,prompt engineering,python,query language,sql",0,0,Intermediate ? Specialization ? 1 - 3 Months
46,Python for Everybody,University of Michigan,"application programming interface api,computer programming,data collection,data modeling,data processing,data structure,data visualization,database,database design,database management,extensible markup language xml,json,network protocol,programming principle,python,relational database,restful api,sql,web scraping,web service",0,0,Beginner ? Specialization ? 3 - 6 Months
47,Data Analyst Career Guide and Interview Preparation,IBM,"analytical skill,business writing,data analysis,data storytelling,interviewing skill,linkedin,portfolio management,presentation,professional development,professional networking,recruitment,relationship building",0,0,Beginner ? Course ? 1 - 4 Weeks
48,IBM Cybersecurity Analyst,IBM,"cloud computing,computer security incident management,cyber security assessment,cyber threat hunting,cyber threat intelligence,cybersecurity,database management,endpoint security,identity access management,incident response,information technology infrastructure library,interviewing skill,intrusion detection prevention,linux,malware protection,network security,networking hardware,penetration testing,service management,tcpip",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
49,Microsoft Cybersecurity Analyst,Microsoft,"active directory,authentication,azure active directory,business software,cloud computing,cloud security,computer security incident management,computer system,cybersecurity,data management,encryption,mitre attck framework,network security,penetration testing,security information event management siem,security testing,system testing,threat management,threat modeling,vulnerability scanning",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
50,IBM Data Analyst Capstone Project,IBM,"box plot,dashboard,data analysis,data cleansing,data collection,data manipulation,data presentation,data storytelling,data visualization,data wrangling,exploratory data analysis,histogram,ibm cognos analytics,panda python package,scatter plot,statistical analysis,web scraping",0,0,Advanced ? Course ? 1 - 3 Months
51,What is Data Science? ,IBM,"artificial intelligence,big data,cloud computing,data analysis,data literacy,data mining,data science,datadriven decisionmaking,deep learning,digital transformation,machine learning",0,0,Beginner ? Course ? 1 - 4 Weeks
52,Data Visualization with Tableau,"University of California, Davis","dashboard,data ethic,data literacy,data mapping,data presentation,data storytelling,data visualization,data visualization software,exploratory data analysis,graphing,histogram,interactive data visualization,key performance indicator kpis,proposal development,scatter plot,statistical visualization,storyboarding,storytelling,tableau,tree map",0,0,Beginner ? Specialization ? 3 - 6 Months
53,IBM Business Intelligence (BI) Analyst,IBM,"business analysis,dashboard,data analysis,data cleansing,data collection,data mining,data storytelling,data visualization,data visualization software,data warehouse,data wrangling,database design,descriptive statistic,excel formula,extract,ibm db2,load,presentation,sql,tableau,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
54,Applied Data Science,IBM,"dashboard,data analysis,data importexport,data presentation,data science,data structure,data visualization,data visualization software,data wrangling,exploratory data analysis,interactive data visualization,jupyter,machine learning,matplotlib,panda python package,plotly,predictive modeling,python,seaborn,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
55,Learn SQL Basics for Data Science,"University of California, Davis","apache spark,complex problem solving,data analysis,data governance,data lake,data modeling,data pipeline,data quality,data storytelling,data visualization,database design,databricks,descriptive statistic,distributed computing,exploratory data analysis,json,peer review,presentation,sql,statistical analysis",0,0,Beginner ? Specialization ? 3 - 6 Months
56,IBM Data Engineering,IBM,"apache airflow,apache hadoop,apache spark,data analysis,data science,data store,data warehouse,database administration,database design,extract,generative ai,ibm cognos analytics,jupyter,linux command,load,nosql,professional networking,python,sql,transform,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
57,Applied Data Science with Python,University of Michigan,"applied machine learning,data visualization,data visualization software,feature engineering,graph theory,interactive data visualization,jupyter,matplotlib,network analysis,network model,nlp,numpy,panda python package,python,scientific visualization,scikit learn machine learning library,statistical visualization,supervised learning,text mining,visualization computer graphic",0,0,Intermediate ? Specialization ? 3 - 6 Months
58,Harnessing the Power of Data with Power BI,Microsoft,"analytical skill,business analysis,data analysis,data collection,data transformation,data visualization software,datadriven decisionmaking,microsoft 365,powerbi",0,0,Beginner ? Course ? 1 - 4 Weeks
59,IBM Data Management,IBM,"business analysis,dashboard,data architecture,data governance,data literacy,data management,data migration,data security,data store,data storytelling,data visualization,data warehouse,database,database design,descriptive statistic,excel formula,extract,load,relational database,sql,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
60,Python Project for Data Science,IBM,"dashboard,data analysis,data collection,data manipulation,data processing,data science,data visualization software,jupyter,matplotlib,panda python package,python,web scraping",0,0,Intermediate ? Course ? 1 - 4 Weeks
61,SQL for Data Science,"University of California, Davis","data analysis,data cleansing,data governance,data manipulation,data modeling,data quality,data science,database design,query language,relational database,sql",0,0,Beginner ? Course ? 1 - 4 Weeks
62,Big Data,University of California San Diego,"apache hadoop,apache spark,applied machine learning,big data,data integration,data management,data mining,data modeling,data pipeline,data presentation,data processing,database design,database management system,exploratory data analysis,graph theory,mongodb,nosql,regression analysis,scalability,statistical analysis",0,0,Beginner ? Specialization ? 3 - 6 Months
63,Data-driven Decision Making,PwC,"analytics,big data,business analysis,business analytics,data analysis,data literacy,data storytelling,data visualization,data visualization software,datadriven decisionmaking,microsoft excel,r,statistical analysis",0,0,Beginner ? Course ? 1 - 4 Weeks
64,Genomic Data Science,Johns Hopkins University,"bioinformatics,biostatistics,commandline interface,computational thinking,data analysis software,data management,data science,data structure,exploratory data analysis,jupyter,linux command,molecular biology,python,r,statistical analysis,statistical hypothesis testing,statistical method,unix,unix command",0,0,Intermediate ? Specialization ? 3 - 6 Months
65,Foundations of Data Science,Google,"analytical skill,business,business workflow analysis,communication,data analysis,data ethic,data science,data storytelling,datadriven decisionmaking,machine learning,project design,project management,stakeholder communication,workflow management",0,0,Advanced ? Course ? 1 - 3 Months
66,Foundations of Cybersecurity,Google,"cyber attack,cyber risk,cyber security strategy,cybersecurity,data ethic,ethical standard conduct,incident response,information assurance,network analysis,security control,security information event management siem,security management",0,0,Beginner ? Course ? 1 - 4 Weeks
67,Data Science Foundations,Multiple educators,"algorithm,computer programming tool,correlation analysis,dashboard,data literacy,data mining,data science,data visualization software,jupyter,machine learning,machine learning algorithm,numpy,panda python package,predictive modeling,probability statistic,project management,pseudocode,python,unsupervised learning,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
68,Data Science: Foundations using R,Johns Hopkins University,"data cleansing,data manipulation,data science,data sharing,data visualization,data visualization software,data wrangling,dimensionality reduction,exploratory data analysis,ggplot2,git version control system,github,knitr,machine learning,plot graphic,r,rmarkdown,statistical analysis,statistical programming,version control",0,0,Beginner ? Specialization ? 3 - 6 Months
69,Generative AI for Data Scientists,IBM,"artificial intelligence,chatgpt,data analysis,data ethic,data modeling,data presentation,data science,data storytelling,data synthesis,exploratory data analysis,feature engineering,generative ai,ibm cloud,large language modeling,machine learning,openai,predictive analytics,predictive modeling,program development,prompt engineering",0,0,Intermediate ? Specialization ? 1 - 3 Months
70,"BI Foundations with SQL, ETL and Data Warehousing",IBM,"apache airflow,apache kafka,bash scripting language,business analysis,dashboard,data pipeline,data visualization,data warehouse,database,extract,file management,ibm cognos analytics,ibm db2,linux command,load,relational database,shell script,sql,star schema,stored procedure,transform,unix shell",0,0,Beginner ? Specialization ? 3 - 6 Months
71,Process Data from Dirty to Clean,Google,"data analysis,data cleansing,data integrity,data processing,data quality,data transformation,data validation,sample size determination,sampling statistic,spreadsheet software,sql",0,0,Beginner ? Course ? 1 - 3 Months
72,Data Engineering Foundations,IBM,"big data,data architecture,data governance,data pipeline,data store,data structure,data transformation,data warehouse,database,database design,database management system,extract,ibm db2,jupyter,load,python,relational database,sql,stored procedure,transform,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
73,Finance & Quantitative Modeling for Analysts,University of Pennsylvania,"business mathematics,business modeling,capital budgeting,cash flow,corporate finance,financial analysis,financial planning,financial reporting,financial statement,google sheet,income statement,mathematical modeling,microsoft excel,predictive analytics,regression analysis,return investment,risk analysis,spreadsheet software,statistical analysis",0,0,Beginner ? Specialization ? 3 - 6 Months
74,Put It All Together: Prepare for a Cloud Data Analyst Job,Google Cloud,"analytics,artificial intelligence,data analysis,data ethic,data presentation,data storytelling,generative ai,google cloud platform,large language modeling,problem solving,professional development",0,0,Beginner ? Course ? 1 - 4 Weeks
75,Introduction to Data Science,IBM,"big data,business analysis,cloud computing,computer programming tool,data analysis software,data cleansing,data literacy,data mining,data modeling,data science,database,github,jupyter,peer review,python,query language,relational database,software development tool,sql,stored procedure",0,0,Beginner ? Specialization ? 3 - 6 Months
76,Data Science,Johns Hopkins University,"data cleansing,data manipulation,data science,data visualization,data wrangling,exploratory data analysis,github,leaflet software,machine learning,machine learning algorithm,plotly,predictive modeling,r,regression analysis,rmarkdown,shiny r package,statistical analysis,statistical hypothesis testing,statistical inference,version control",0,0,Beginner ? Specialization ? 3 - 6 Months
77,SAS Statistical Business Analyst,SAS,"advanced analytics,big data,correlation analysis,data analysis,data analysis software,data literacy,exploratory data analysis,feature engineering,performance analysis,plot graphic,predictive analytics,predictive modeling,probability statistic,regression analysis,sa software,statistical analysis,statistical hypothesis testing,statistical machine learning,statistical method",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
78,Analyze Data to Answer Questions,Google,"analytics,data analysis,data compilation,data integration,data manipulation,data transformation,data validation,excel formula,pivot table chart,spreadsheet software,sql,user feedback",0,0,Beginner ? Course ? 1 - 4 Weeks
79,Share Data Through the Art of Visualization,Google,"dashboard,data analysis,data literacy,data presentation,data storytelling,data visualization,data visualization software,interactive data visualization,presentation,tableau,web content accessibility guideline",0,0,Beginner ? Course ? 1 - 4 Weeks
80,Excel Fundamentals for Data Analysis,Macquarie University,"automation,data analysis,data cleansing,data manipulation,data transformation,data validation,excel formula,microsoft excel,pivot table chart,spreadsheet software",0,0,Intermediate ? Course ? 1 - 3 Months
81,Data Science Methodology,IBM,"analytical skill,business analysis,data analysis,data cleansing,data mining,data modeling,data quality,data science,data storytelling,decision tree learning,jupyter,peer review,predictive modeling,stakeholder engagement,user feedback",0,0,Beginner ? Course ? 1 - 4 Weeks
82,Ask Questions to Make Data-Driven Decisions,Google,"analytical skill,business analysis,dashboard,data analysis,data presentation,datadriven decisionmaking,expectation management,problem solving,quantitative research,spreadsheet software,stakeholder communication",0,0,Beginner ? Course ? 1 - 4 Weeks
83,Power BI Data Analyst Associate Prep,SkillUp EdTech,"analytics,dashboard,data analysis,data analysis expression dax,data cleansing,data importexport,data management,data manipulation,data modeling,data security,data transformation,data visualization,data visualization software,powerbi",0,0,Intermediate ? Course ? 1 - 4 Weeks
84,Python Data Structures,University of Michigan,"data importexport,data manipulation,data structure,development environment,file management,programming principle,python",0,0,Beginner ? Course ? 1 - 3 Months
85,Prepare Data for Exploration,Google,"data analysis,data collection,data ethic,data literacy,data management,data processing,data quality,data security,data storage,database,google sheet,relational database,sql,unstructured data",0,0,Beginner ? Course ? 1 - 3 Months
86,Practice Exam for Tableau Certified Data Analyst,SkillUp EdTech,"business analysis,dashboard,data analysis,data storytelling,data visualization software,interactive data visualization,tableau",0,0,Advanced ? Course ? 1 - 4 Weeks
87,Meta Marketing Analytics,Meta,"ab testing,bayesian statistic,business metric,data analysis,data cleansing,data collection,data presentation,data storytelling,data visualization,data visualization software,descriptive statistic,interviewing skill,key performance indicator kpis,marketing,marketing analytics,marketing effectiveness,panda python package,statistical hypothesis testing,target audience",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
88,Data Structures and Algorithms,University of California San Diego,"algorithm,bioinformatics,computational thinking,computer programming,data storage,data structure,debugging,development testing,epidemiology,graph theory,network analysis,network model,network routing,operation research,program development,programming principle,qa testing,test case,test engineering,theoretical computer science",0,0,Intermediate ? Specialization ? 3 - 6 Months
89,Introduction to Data Engineering,IBM,"apache hadoop,apache spark,big data,data architecture,data governance,data lake,data pipeline,data science,data security,data store,data warehouse,database,extract,load,nosql,relational database,sql,transform",0,0,Beginner ? Course ? 1 - 4 Weeks
90,Data Structures,University of California San Diego,"algorithm,c programming language,computer programming,data storage,data structure,file management,programming principle,theoretical computer science",0,0,Intermediate ? Course ? 1 - 3 Months
91,Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,"apache airflow,big data,cloud engineering,cloud infrastructure,cloud storage,dashboard,data analysis,data infrastructure,data lake,data maintenance,data pipeline,data processing,data storage,data warehouse,dataflow,extract,google cloud platform,load,mlops machine learning operation,real time data,tensorflow,transform",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
92,IBM Data Architecture,IBM,"apache airflow,apache hadoop,apache kafka,apache spark,bash scripting language,data architecture,data governance,data migration,data pipeline,data security,data store,data warehouse,database administration,database design,database management,extract,linux command,load,nosql,sql,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
93,Meta Database Engineer,Meta,"data modeling,data structure,database,database administration,database design,database development,database management,database management system,database system,extract,git version control system,github,load,mysql workbench,object oriented programming oop,relational database,sql,stored procedure,transform,unix command,version control",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
94,Tools for Data Science,IBM,"application programming interface api,big data,cloud computing,cloud service,computer programming tool,data analysis software,data science,development environment,git version control system,github,jupyter,machine learning,open source technology,programming language,python,query language,r,software development tool,statistical programming,version control",0,0,Beginner ? Course ? 1 - 3 Months
95,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,"apache airflow,big data,cloud engineering,cloud infrastructure,cloud storage,dashboard,data infrastructure,data integration,data lake,data migration,data pipeline,data processing,data warehouse,dataflow,extract,google cloud platform,load,mlops machine learning operation,real time data,tensorflow,transform,unstructured data",0,0,Intermediate ? Specialization ? 3 - 6 Months
96,Data Mining,University of Illinois Urbana-Champaign,"analytics,anomaly detection,big data,dashboard,data mapping,data mining,data presentation,data storytelling,data visualization,data visualization software,graphing,interactive data visualization,nlp,plot graphic,scatter plot,statistical analysis,tableau,text mining,unstructured data,unsupervised learning",0,0,Intermediate ? Specialization ? 3 - 6 Months
97,Deep Learning,DeepLearning.AI,"analytical skills,applied machine learning,artificial intelligence,artificial intelligence machine learning aiml,artificial neural network,computer vision,debugging,deep learning,image analysis,kera neural network library,large language modeling,linear algebra,machine learning,machine learning algorithm,nlp,performance tuning,python,pytorch machine learning library,supervised learning,tensorflow",0,0,Intermediate ? Specialization ? 3 - 6 Months
98,Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,"apache airflow,big data,cloud engineering,cloud infrastructure,cloud storage,dashboard,data analysis,data infrastructure,data lake,data maintenance,data pipeline,data processing,data storage,data warehouse,dataflow,extract,google cloud platform,load,mlops machine learning operation,real time data,tensorflow,transform",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
