id_no,title,organization,skills,ratings,review_counts,metadata
16,"UX Design: Research, Prototyping, Accessible Interactions",Coursera Instructor Network,"figma design software,interactive design,mockups,persona user experience,prototyping,usability,usability testing,user centered design,user interface ui design,user research,ux design,web content accessibility guideline",0,0,Beginner ? Course ? 1 - 4 Weeks
17,Introduction to UX Design MasterTrack Certificate Program,University of Minnesota,"design research,design thinking,ethical standard conduct,graphic visual design,human centered design,information architecture,usability testing,user research,ux design",0,0,Beginner ? Course ? 1 - 3 Months
18,UX Design Fundamentals,California Institute of the Arts,"adobe creative suite,adobe xd,ideation,information architecture,interaction design,mockups,prototyping,user centered design,user flow,user interface ui design,user research,ux design,wireframing",0,0,Beginner ? Course ? 1 - 3 Months
19,GenAI for UX Designers,Coursera Instructor Network,"adobe xd,artificial intelligence,design thinking,figma design software,generative ai,human computer interaction,persona development,prototyping,uiux strategy,usability testing,user centered design,user interface ui design,user research,ux design,wireframing",0,0,Beginner ? Course ? 1 - 4 Weeks
20,IBM UI/UX Designer,IBM,"adobe xd,agile methodology,agile software development,design thinking,figma design software,information architecture,kanban principle,prototyping,responsive web design,uiux research,usability,usability testing,user centered design,user flow,user interface ui,user interface ui design,user interface user experience uiux design,user research,ux design,wireframing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
21,"User Interface Design: Principles, Prototyping, Practices",Coursera Instructor Network,"design element principle,design thinking,graphic visual design software,interactive design,mockups,prototyping,typography,ui component,usability,user centered design,user interface ui design,user research,visual design,web content accessibility guideline",0,0,Beginner ? Course ? 1 - 4 Weeks
22,Meta Front-End Developer,Meta,"algorithm,bootstrap frontend framework,cascading style sheet cs,data structure,frontend web development,git version control system,github,html cs,interaction design,javascript,jest javascript testing framework,mobile development,persona user experience,react,responsive web design,uiux research,unix command,usability testing,version control,web development tool",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
23,Design Fundamentals with AI,Adobe,"adobe creative cloud,color theory,content writing,creative design,design,design element principle,generative ai,graphic design,graphic visual design,logo design,storytelling,typography,user interface user experience uiux design,ux design,visual design,web content accessibility guideline",0,0,Beginner ? Course ? 1 - 4 Weeks
24,Graphic Design,California Institute of the Arts,"adobe creative suite,art history,branding,color theory,creative design,design,design element principle,design research,design software,design strategy,digital design,graphic design,graphic visual design,logo design,peer review,photo editing,photography,style guide,typography,visual design",0,0,Beginner ? Specialization ? 3 - 6 Months
25,Adobe Graphic Designer,Adobe,"adobe creative suite,artificial intelligence,branding,client service,content writing,design review,digital design,file management,generative ai,graphic design,image analysis,logo design,presentation,process design,prompt engineering,storytelling,user interface user experience uiux design,ux design,visual design",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
26,Interaction Design,University of California San Diego,"ab testing,collaborative software,design research,experimentation,graphic visual design,human centered design,human computer interaction,human factor,ideation,interaction design,prototyping,r,statistical analysis,storyboarding,telecommuting,usability,usability testing,user interface ui design,user research,ux design",0,0,Intermediate ? Specialization ? 3 - 6 Months
27,An Introduction to Learning Experience Design (LXD),University of Michigan,"brainstorming,communication,content writing,course development,creative thinking,design,design strategy,design thinking,diversity equity inclusion initiative,education software technology,educational material,instructional design,learning management system,learning theory,motivational skill,multimedia,professional development,prototyping,studentcentred learning,web content accessibility guideline",0,0,Beginner ? Specialization ? 1 - 3 Months
28,Design a mobile app interface with Moqups,Coursera Project Network,"design,interaction design,mobile development,mockups,usability,user flow,user interface ui,ux design,wireframing",0,0,Beginner ? Guided Project ? Less Than 2 Hours
29,IBM AI Developer,IBM,"bootstrap frontend framework,cascading style sheet cs,chatgpt,data science,design patterns,engineering software,flask web framework,generative ai,jupyter,large language modeling,machine learning,prompt engineering,python,responsive web design,scrum software development,sdlc,software architecture,software design pattern,software engineering,unit testing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
30,Google UX Design (PT),Google,"adobe xd,design review,figma design software,ideation,information architecture,mockups,persona user experience,presentation,prototyping,responsive web design,software documentation,storyboarding,uiux research,usability testing,user centered design,user research,user story,ux design,wireframing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
31,Create and Design Digital Products using Canva,Coursera Project Network,"canva software,color theory,design,design element principle,digital asset,digital design,ecommerce,graphic design,intellectual property,marketing,marketing material,product design,product promotion",0,0,Advanced ? Guided Project ? Less Than 2 Hours
32,Design Thinking,University of Virginia,"brainstorming,creative problemsolving,creative thinking,creativity,design research,design thinking,growth mindedness,human centered design,ideation,innovation,persona development,process mapping,product development,project management,project scoping,stakeholder management,strategic thinking,user research,ux design,value engineering",0,0,Beginner ? Specialization ? 3 - 6 Months
33,Software Design and Architecture,University of Alberta,"api design,code review,design patterns,java,microservices,model view controller,object oriented programming oop,oop,restful api,service oriented architecture,simple object access protocol soap,software architecture,software design pattern,software development,software system,software visualization,solution architecture,system architecture,unified modeling language,web service",0,0,Beginner ? Specialization ? 3 - 6 Months
34,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,"business modeling,business strategy,corporate strategy,customer insight,design thinking,innovation,market research,product design,product development,product testing,service design,strategic communication,user feedback",0,0,Intermediate ? Course ? 1 - 3 Months
35,Python for Everybody,University of Michigan,"application programming interface api,computer programming,data collection,data modeling,data processing,data structure,data visualization,database,database design,database management,extensible markup language xml,json,network protocol,programming principle,python,relational database,restful api,sql,web scraping,web service",0,0,Beginner ? Specialization ? 3 - 6 Months
36,UI/UX Design with Sketch: Travel Booking App,Coursera Project Network,"design element principle,mockups,prototyping,ui component,usability,user flow,user interface user experience uiux design,ux design,wireframing",0,0,Beginner ? Guided Project ? Less Than 2 Hours
37,Foundations of Project Management,Google,"agile methodology,change management,organizational change,organizational structure,program management,project closure,project management,project management life cycle,strategic thinking,waterfall methodology",0,0,Beginner ? Course ? 1 - 4 Weeks
38,Design a User Experience for Social Good & Prepare for Jobs,Google,"artificial intelligence,design thinking,mobile development,mockups,professional development,prototyping,responsive web design,uiux research,usability,usability testing,user centered design,ux design,web application",0,0,Beginner ? Course ? 1 - 4 Weeks
39,UX Design: An Introduction,Indian Institute of Technology Guwahati,"design,design research,human computer interaction,interaction design,usability,user centered design,user interface ui,user research,ux design,wireframing",0,0,Beginner ? Course ? 1 - 4 Weeks
40,UX / UI: Fundamentos para o design de interface,Universidade de S? Paulo,"design element principle,human computer interaction,information architecture,prototyping,responsive web design,style guide,ui component,usability,usability testing,user interface ui design,user research,ux design,verification validation,wireframing",0,0,Beginner ? Course ? 1 - 3 Months
41,UI/UX Design Principles,Microsoft,"adobe xd,cascading style sheet cs,figma design software,microsoft copilot,mobile development,mockups,prototyping,responsive web design,usability,user centered design,user interface ui,user interface user experience uiux design,web content accessibility guideline,web design,wireframing",0,0,Beginner ? Course ? 1 - 4 Weeks
42,UX Design in Practice: Accessibility and Collaboration,Microsoft,"artificial intelligence,collaborative software,design,design thinking,graphic visual design,usability testing,user centered design,ux design,web content accessibility guideline",0,0,Mixed ? Course ? 1 - 3 Months
43,Object-Oriented Design,University of Alberta,"android development,conceptual design,design patterns,java,maintainability,object oriented programming oop,oop,software architecture,technical design,unified modeling language",0,0,Intermediate ? Course ? 1 - 4 Weeks
44,Human-Centered Design: an Introduction,University of California San Diego,"design thinking,human centered design,interaction design,interviewing skill,mockups,prototyping,storyboarding,usability,user interface ui design,user research,ux design",0,0,Mixed ? Course ? 1 - 4 Weeks
45,UX Design: From Concept to Prototype,University of Michigan,"conceptual design,ideation,interaction design,mockups,prototyping,storyboarding,usability testing,user centered design,user interface ui,user research,user story,ux design,wireframing",0,0,Beginner ? Course ? 1 - 3 Months
46,Work with Components in Figma,Coursera Project Network,"application development,design patterns,figma design software,mockups,software engineering,style guide,ui component,web design,wireframing",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
47,The Language of Design: Form and Meaning,California Institute of the Arts,"creative design,design,design element principle,design review,graphic design,peer review,typography,visual design",0,0,Beginner ? Course ? 1 - 3 Months
48,Machine Design Part I,Georgia Institute of Technology,"engineering analysis,engineering calculation,engineering design process,engineering practice,failure analysis,mechanical design,mechanical engineering,problem solving,structural analysis,verification validation",0,0,Intermediate ? Course ? 1 - 3 Months
49,Figma for UI/UX: Master Web Design in Figma,Packt,"color theory,design element principle,figma design software,mockups,responsive web design,typography,ui component,usability,user interface ui,user interface user experience uiux design,ux design,web design,web design development,wireframing",0,0,Intermediate ? Course ? 1 - 3 Months
50,Fundamentals of Graphic Design,California Institute of the Arts,"adobe creative cloud,color theory,creativity,design element principle,design software,digital design,graphic design,logo design,photo editing,typography,visual design",0,0,Beginner ? Course ? 1 - 3 Months
51,UX writing para principiantes,UBITS,"concision,content development management,content writing,design thinking,diversity inclusion,stakeholder engagement,storytelling,uiux research,uiux strategy,user centered design,user research,ux design,writing",0,0,Intermediate ? Course ? 1 - 3 Months
52,Understanding Research Methods,University of London,"ethical standard conduct,peer review,qualitative research,research,research design,research methodology,survey,writing",0,0,Mixed ? Course ? 1 - 4 Weeks
53,Google Digital Marketing & E-commerce,Google,"ab testing,applicant tracking system,campaign management,customer experience strategy cx,customer relationship management,data storytelling,ecommerce,email marketing,google ad,interviewing skill,loyalty program,marketing,medium planning,order fulfillment,search engine marketing,search engine optimization,social medium management,social medium marketing,social medium strategy,spreadsheet software",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
54,Google UX Design (DE),Google,"adobe xd,design review,figma design software,human centered design,human factor,ideation,information architecture,presentation,prototyping,responsive web design,storyboarding,uiux research,uiux strategy,usability testing,user centered design,user research,user story,ux design,web design,wireframing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
55,Game Design and Development with Unity,Michigan State University,"3d modeling,animation game design,augmented virtual reality arvr,c programming language,computer graphic,conceptual design,cross platform development,design patterns,game design,ideation,microsoft visual studio,peer review,prototyping,software design document,software documentation,storytelling,unity engine,user interface ui,ux design,video game development",0,0,Beginner ? Specialization ? 3 - 6 Months
56,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,"application framework,bootstrap frontend framework,browser compatibility,cascading style sheet cs,code review,eventdriven programming,frontend web development,html cs,hypertext markup language html,interactive design,javascript,responsive web design,usability,user interface ui,verification validation,web content accessibility guideline,web design,web design development,web development,wireframing",0,0,Beginner ? Specialization ? 3 - 6 Months
57,IBM Full Stack Software Developer,IBM,"application deployment,cascading style sheet cs,cloud computing,cloud computing architecture,cloud service,django web framework,engineering software,flask web framework,fullstack web development,git version control system,istio,jupyter,kubernetes,node,objectrelational mapping,prompt engineering,react redux,sdlc,server side,software architecture",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
58,Meta Full-Stack Developer,Meta,"api design,bootstrap frontend framework,database design,database management system,django web framework,git version control system,github,html cs,jest javascript testing framework,linux command,mobile development,object oriented programming oop,python,react,relational database,responsive web design,restful api,sql,unix command,version control",0,0,Beginner ? Specialization ? 3 - 6 Months
59,"Product Ideation, Design, and Management","University of Maryland, College Park","commercialization,competitive analysis,financial analysis,financial statement,ideation,innovation,leadership,market opportunity,new product development,product design,product development,product lifecycle management,product management,proposal writing,prototyping,stakeholder management,target market,ux design,value proposition,wireframing",0,0,Beginner ? Specialization ? 3 - 6 Months
60,Foundations of Digital Marketing and E-commerce,Google,"branding,customer experience strategy cx,data storytelling,datadriven decisionmaking,ecommerce,marketing,marketing analytics,marketing channel,performance measurement,search engine marketing,search engine optimization,social medium marketing,target audience",0,0,Beginner ? Course ? 1 - 4 Weeks
61,"Effective Communication: Writing, Design, and Presentation",University of Colorado Boulder,"business communication,business correspondence,business writing,concision,design,drive engagement,graphic design,graphic visual design,graphic visual design software,organizational skill,peer review,presentation,project design,proofreading,public speaking,storytelling,verbal communication skill,visual design,writing,writing editing",0,0,Beginner ? Specialization ? 3 - 6 Months
62,IBM Data Engineering,IBM,"apache airflow,apache hadoop,apache spark,data analysis,data science,data store,data warehouse,database administration,database design,extract,generative ai,ibm cognos analytics,jupyter,linux command,load,nosql,professional networking,python,sql,transform,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
63,Design of Experiments,Arizona State University,"data analysis,data analysis software,data transformation,descriptive statistic,design strategy,experimentation,mathematical modeling,probability distribution,probability statistic,quality control,regression analysis,research design,sample size determination,statistical analysis,statistical hypothesis testing,statistical method,variance analysis",0,0,Beginner ? Specialization ? 3 - 6 Months
64,Excel Skills for Business,Macquarie University,"business intelligence software,business reporting,consolidation,dashboard,data analysis expression dax,data cleansing,data entry,data integrity,data modeling,data validation,data visualization,excel formula,excel macro,finance,financial analysis,financial forecasting,microsoft excel,productivity software,spreadsheet software,workflow management",0,0,Beginner ? Specialization ? 3 - 6 Months
65,Foundations and Advanced Practices in UX Design,Indian Institute of Technology Guwahati,"competitive analysis,conceptual design,focus group,human computer interaction,information architecture,interaction design,persona user experience,qualitative research,research methodology,uiux research,usability,usability testing,user centered design,user flow,user interface ui,user interface ui design,user research,ux design,wireframing",0,0,Beginner ? Specialization ? 3 - 6 Months
66,Instructional Design Foundations and Applications,University of Illinois Urbana-Champaign,"analytical skills,diversity inclusion,education training,instructional curriculum design,instructional design,job analysis,learning theory,need assessment,system analysis",0,0,Mixed ? Course ? 1 - 3 Months
67,IBM Data Management,IBM,"business analysis,dashboard,data architecture,data governance,data literacy,data management,data migration,data security,data store,data storytelling,data visualization,data warehouse,database,database design,descriptive statistic,excel formula,extract,load,relational database,sql,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
68,Design Thinking for Innovation,University of Virginia,"business modeling,collaboration,creative problemsolving,creativity,design thinking,human centered design,ideation,innovation,market opportunity,storytelling,strategic thinking,user research",0,0,Beginner ? Course ? 1 - 3 Months
69,Technical Support Fundamentals,Google,"computer architecture,computer hardware,computer networking,customer support,desktop support,end user training support,hardware troubleshooting,help desk support,information technology,linux,microsoft window,software documentation,software installation,technical communication,technical documentation,technical support",0,0,Beginner ? Course ? 1 - 3 Months
70,Graphic Design Elements for Non-Designers,University of Colorado Boulder,"adobe creative suite,color matching,color theory,content writing,design,design element principle,design research,design software,digital design,graphic design,graphic software,graphic visual design,graphic visual design software,information architecture,logo design,photo editing,typography,ux design,web design development",0,0,Beginner ? Specialization ? 3 - 6 Months
71,Game Design: Art and Concepts,California Institute of the Arts,"animation,animation game design,art history,conceptual design,creative design,design,design element principle,design strategy,game design,graphic visual design,ideation,prototyping,software design document,storyboarding,storytelling,technical design,usability testing,video game development,virtual environment,visualization computer graphic",0,0,Beginner ? Specialization ? 3 - 6 Months
72,Making Architecture,IE Business School,"architectural design,creativity,design,design element principle,design thinking,photography,storytelling",0,0,Beginner ? Course ? 1 - 4 Weeks
73,Online Learning  Design for Educators,Macquarie University,"collaboration,constructive feedback,content writing,course development,design,design thinking,discussion facilitation,education software technology,infographics,instructional design,learning management system,medium production,multimedia,pedagogy,peer review,planning,system configuration,teaching,video production,virtual environment",0,0,Beginner ? Specialization ? 3 - 6 Months
74,Organizational Analysis ,Stanford University,"analytical skills,business,culture,decision making,innovation,learning theory,negotiation,organizational change,organizational effectiveness,organizational leadership,organizational structure,professional networking,resource management,social science,sociology",0,0,Beginner ? Course ? 1 - 3 Months
75,IBM Relational Database Administrator,IBM,"apache airflow,apache kafka,bash scripting language,data engineering,data pipeline,data security,data store,data warehouse,database administration,database architecture administration,database design,database management,extract,generative ai,jupyter,linux command,load,shell script,sql,transform,web scraping",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
76,Gamification,University of Pennsylvania,"behavioral economics,customer engagement,design thinking,drive engagement,emerging technology,employee engagement,game design,human centered design,industrial organizational psychology,marketing,organizational development,psychology,risk analysis,solution design",0,0,Mixed ? Course ? 1 - 3 Months
77,AI-Powered Software and System Design,DeepLearning.AI,"api design,application programming interface api,artificial intelligence,database design,database system,generative ai,large language modeling,performance tuning,secure coding,software architecture,software design pattern,software development,system design implementation",0,0,Beginner ? Course ? 1 - 4 Weeks
78,Design Patterns,University of Alberta,"android development,code review,design patterns,java,maintainability,model view controller,object oriented programming oop,oop,programming principle,software architecture,software design pattern,software technical review,unified modeling language",0,0,Intermediate ? Course ? 1 - 4 Weeks
79,"Brand Management: Aligning Business, Brand and Behaviour",University of London,"brand awareness,brand management,brand marketing,brand strategy,branding,consumer behaviour,crossfunctional collaboration,customer experience strategy cx,employee engagement,global marketing,human resource,internal communication,marketing management,organizational change",0,0,Beginner ? Course ? 1 - 3 Months
80,Game Theory,Stanford University,"algorithm,bayesian statistic,behavioral economics,economics,game theory,graph theory,mathematical modeling,probability,problem solving,strategic decisionmaking",0,0,Beginner ? Course ? 1 - 3 Months
81,Introduction to Game Design,Epic Games,"conceptual design,creativity,game design,ideation,interactive design,prototyping,software design document,software documentation,ux design,video game development",0,0,Beginner ? Course ? 1 - 4 Weeks
82,Fashion as Design,The Museum of Modern Art,"aesthetic,art history,creativity,cultural diversity,design,design thinking,environmental issue,innovation,research,sociology,world history",0,0,Beginner ? Course ? 1 - 3 Months
83,Data Engineering Foundations,IBM,"big data,data architecture,data governance,data pipeline,data store,data structure,data transformation,data warehouse,database,database design,database management system,extract,ibm db2,jupyter,load,python,relational database,sql,stored procedure,transform,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
84,Design and Interpretation of Clinical Trials,Johns Hopkins University,"biostatistics,clinical research,clinical trial,data collection,ethical standard conduct,regulatory compliance,sample size determination,scientific method,statistical analysis,statistical method,statistical reporting",0,0,Mixed ? Course ? 1 - 3 Months
85,IBM Data Analytics with Excel and R,IBM,"big data,dashboard,data analysis,data manipulation,data mining,data presentation,data storytelling,data visualization,data visualization software,data wrangling,database design,excel formula,exploratory data analysis,ggplot2,ibm cognos analytics,interactive data visualization,microsoft excel,relational database,shiny r package,web scraping",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
86,Roman Architecture,Yale University,"ancient history,architectural design,architecture construction,art history,civil engineering,construction,cultural diversity,design element principle,european history,research design,world history",0,0,Beginner ? Course ? 3 - 6 Months
87,Graphic Design,University of Colorado Boulder,"adobe creative suite,color theory,creativity,design,design element principle,design review,editing,graphic design,graphic visual design,graphic visual design software,peer review,typography,visual design",0,0,Beginner ? Course ? 1 - 4 Weeks
88,Introduction to UI Design,University of Minnesota,"design,design research,design strategy,design thinking,human computer interaction,uiux research,usability,user interface ui design,user research,ux design",0,0,Beginner ? Course ? 1 - 4 Weeks
89,Sensors and Sensor Circuit Design,University of Colorado Boulder,"debugging,development environment,electrical wiring,electronic component,electronic system,electronics,embedded software,embedded system,hardware design,schematic diagram,thermal management",0,0,Advanced ? Course ? 1 - 3 Months
90,Introduction to Game Design,California Institute of the Arts,"creativity,design,design element principle,game design,peer review,storytelling,video game development",0,0,Beginner ? Course ? 1 - 4 Weeks
91,Applied Software Engineering Fundamentals,IBM,"application deployment,bash scripting language,data structure,design patterns,file management,flask web framework,git version control system,github,jupyter,linux,linux command,python,scrum software development,sdlc,shell script,software architecture,software engineering,unit testing,unix shell,version control",0,0,Beginner ? Specialization ? 3 - 6 Months
92,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,"brainstorming,data visualization,design thinking,experimentation,human centered design,ideation,innovation,problem solving,prototyping,qualitative research,service design,stakeholder engagement,storytelling,ux design",0,0,Beginner ? Course ? 1 - 4 Weeks
93,"Creative Design, Prototyping, and Testing","University of Maryland, College Park","agile methodology,conceptual design,design thinking,new product development,product design,product development,product management,product testing,project management,prototyping,ux design,wireframing",0,0,Beginner ? Course ? 1 - 3 Months
94,Experimentation for Improvement,McMaster University,"data analysis,data visualization,experimentation,mathematical modeling,predictive modeling,process improvement optimization,process optimization,r,regression analysis,statistical analysis,statistical software",0,0,Intermediate ? Course ? 1 - 3 Months
95, Use Canva to Create Desktop and Mobile-friendly Web Pages.,Coursera Project Network,"business,canva software,digital publishing,graphic design,graphic visual design software,social medium,user account,visual design,web application,web content,web design development",0,0,Beginner ? Guided Project ? Less Than 2 Hours
96,Introduction to Typography,California Institute of the Arts,"adobe creative suite,art history,creative design,creativity,design,design element principle,graphic design,peer review,typography",0,0,Beginner ? Course ? 1 - 4 Weeks
97,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,"brainstorming,data visualization,design thinking,experimentation,human centered design,ideation,innovation,problem solving,prototyping,qualitative research,service design,stakeholder engagement,storytelling,ux design",0,0,Beginner ? Course ? 1 - 4 Weeks
98,"Creative Design, Prototyping, and Testing","University of Maryland, College Park","agile methodology,conceptual design,design thinking,new product development,product design,product development,product management,product testing,project management,prototyping,ux design,wireframing",0,0,Beginner ? Course ? 1 - 3 Months
99,Character Design for Video Games,California Institute of the Arts,"animation,animation game design,conceptual design,creative design,design,design element principle,game design,storytelling,technical design,video game development",0,0,Beginner ? Course ? 1 - 4 Weeks
100,Introduction to Game Design,California Institute of the Arts,"creativity,design,design element principle,game design,peer review,storytelling,video game development",0,0,Beginner ? Course ? 1 - 4 Weeks
101,Experimentation for Improvement,McMaster University,"data analysis,data visualization,experimentation,mathematical modeling,predictive modeling,process improvement optimization,process optimization,r,regression analysis,statistical analysis,statistical software",0,0,Intermediate ? Course ? 1 - 3 Months
102,Introduction to Typography,California Institute of the Arts,"adobe creative suite,art history,creative design,creativity,design,design element principle,graphic design,peer review,typography",0,0,Beginner ? Course ? 1 - 4 Weeks
103, Use Canva to Create Desktop and Mobile-friendly Web Pages.,Coursera Project Network,"business,canva software,digital publishing,graphic design,graphic visual design software,social medium,user account,visual design,web application,web content,web design development",0,0,Beginner ? Guided Project ? Less Than 2 Hours
104,Visual Elements of User Interface Design,California Institute of the Arts,"design element principle,graphic design,graphic visual design,human computer interaction,information architecture,interaction design,responsive web design,typography,ui component,user interface ui design,ux design,web design",0,0,Beginner ? Course ? 1 - 3 Months
105,"UX Research at Scale: Surveys, Analytics, Online Testing",University of Michigan,"ab testing,analytics,data analysis,data collection,qualitative research,research design,research methodology,sample size determination,sampling statistic,survey,survey creation,uiux research,usability testing,user research,web analytics,web analytics seo",0,0,Beginner ? Course ? 1 - 3 Months
106,Get Started with User Experience (UX) Design in Miro,Coursera Project Network,"persona user experience,usability,user centered design,user flow,user interface ui design,ux design,visualization computer graphic",0,0,Beginner ? Guided Project ? Less Than 2 Hours
107,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,"application deployment,cicd,cloud computing,cloud computing architecture,cloud infrastructure,cloud management,cloud security,cloud service,cloud storage,containerization,google cloud platform,identity access management,infrastructure code iac,infrastructure service iaa,kubernetes,load balancing,process analysis,prompt engineering,service level agreement,virtual machine",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
108,Google UX Design,Google,"adobe xd,design research,design review,design thinking,figma design software,information architecture,persona user experience,presentation,prototyping,research design,storyboarding,uiux research,usability testing,user centered design,user interface user experience uiux design,user research,user story,ux design,web design,wireframing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
109,Relational Database Design,University of Colorado Boulder,"data integrity,data modeling,database,database architecture administration,database design,database management,database management system,dependency analysis,relational database,technical communication",0,0,Beginner ? Course ? 1 - 4 Weeks
110,Google Advanced Data Analytics,Google,"data analysis,data ethic,data presentation,data science,data storytelling,data transformation,data visualization,data visualization software,descriptive statistic,exploratory data analysis,feature engineering,interviewing skill,machine learning,object oriented programming oop,python,regression analysis,sampling statistic,statistical analysis,statistical hypothesis testing,tableau",0,0,Advanced ? Professional Certificate ? 3 - 6 Months
111,Meta Web Development Fundamentals,Meta,"backend web development,bootstrap frontend framework,communication,computer programming,database,database administration,database design,database management system,debugging,django web framework,frontend web development,html cs,object oriented programming oop,pseudocode,relational database,responsive web design,sql,unit testing,web development",0,0,Beginner ? Specialization ? 3 - 6 Months
112,Game Design and Development 1: 2D Shooter,Michigan State University,"animation,c programming language,creativity,cross platform development,debugging,game design,object oriented programming oop,peer review,scripting,unity engine,user interface ui,video game development",0,0,Beginner ? Course ? 1 - 4 Weeks
113,Introduction to User Experience Principles and Processes,University of Michigan,"design thinking,human computer interaction,human factor,ideation,interaction design,prototyping,uiux research,usability testing,user centered design,user interface ui design,ux design",0,0,Beginner ? Course ? 1 - 3 Months
114,Meta React Native,Meta,"git version control system,github,interaction design,javascript,jest javascript testing framework,mobile development,persona user experience,react,react native,restful api,sql,uiux research,unix command,usability testing,user interface ui,user interface user experience uiux design,ux design,version control,web development tool",0,0,Beginner ? Specialization ? 3 - 6 Months
